Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,11,3,8,27.3%,1,0,1,0.0%,2004,2014,R32,8,0.89,1.9%,7.7%,59.2%,56.4%,43.1%,50.9%,43.4%,46.4%,39.5%
Roland Garros,8,Clay,26,17,9,65.4%,5,3,2,60.0%,2003,2013,R64,12,0.95,0.9%,8.4%,62.3%,58.2%,40.7%,51.6%,45.8%,51.2%,46.7%
Wimbledon,9,Grass,25,15,10,60.0%,5,3,2,60.0%,2003,2013,R32,7,0.97,2.6%,5.6%,68.5%,60.5%,49.1%,56.9%,41.8%,55.6%,40.4%
US Open,11,Hard,20,9,11,45.0%,8,4,4,50.0%,2002,2013,R64,4,0.74,2.1%,10.3%,64.9%,56.3%,33.8%,48.5%,37.9%,25.0%,26.1%
Indian Wells,7,Hard,13,5,8,38.5%,1,0,1,0.0%,2004,2013,R64,2,0.88,1.8%,5.5%,70.9%,48.7%,39.6%,46.1%,47.2%,46.2%,41.7%
Bogota,6,Clay,10,4,6,40.0%,3,1,2,33.3%,2004,2013,QF,3,0.94,0.7%,9.7%,70.1%,54.3%,40.0%,50.0%,46.8%,63.0%,52.6%
Acapulco,6,Clay,10,4,6,40.0%,3,0,3,0.0%,2004,2013,R16,6,0.97,1.3%,5.9%,65.2%,59.5%,39.4%,52.5%,46.2%,54.7%,39.4%
Budapest,4,Clay,11,7,4,63.6%,3,0,3,0.0%,2005,2012,QF,4,1.04,0.4%,10.0%,58.6%,65.9%,33.6%,52.5%,49.2%,45.5%,44.4%
Moscow,4,Hard,9,5,4,55.6%,0,0,0,-,2003,2011,Q3,2,1.07,0.7%,8.2%,69.2%,60.4%,42.2%,54.8%,48.4%,47.1%,50.0%
Miami,4,Hard,7,3,4,42.9%,1,0,1,0.0%,2004,2012,R128,5,1.05,2.5%,7.6%,62.4%,65.4%,41.8%,56.5%,45.7%,51.0%,39.1%
