Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,20,8,12,40.0%,19-22,46.3%,186-190,49.5%,2-2,50.0%,0,,,,,,,,,,,,QF (Brescia 25K)
2013,19,9,10,47.4%,21-21,50.0%,188-193,49.3%,3-2,60.0%,0,,,,,,,,,,,,F (2x)
2012,25,14,11,56.0%,32-30,51.6%,309-289,51.7%,2-6,25.0%,0,,,,,,,,,,,,F (Ismaning 75K)
2011,25,14,11,56.0%,33-27,55.0%,284-276,50.7%,5-2,71.4%,0,,,,,,,,,,,,F (Olomouc 50K)
2010,56,32,24,57.1%,71-56,55.9%,591-549,51.8%,4-4,50.0%,0,,,,,,,,,,,,W (Shrewsbury 75K)
2009,29,17,12,58.6%,38-26,59.4%,309-286,51.9%,4-1,80.0%,0,,,,,,,,,,,,SF (3x)
2008,7,2,5,28.6%,6-10,37.5%,74-80,48.1%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
2007,7,3,4,42.9%,7-6,53.8%,64-69,48.1%,0-1,0.0%,0,,,,,,,,,,,,R16 (3x)
2006,21,13,8,61.9%,28-20,58.3%,237-206,53.5%,1-3,25.0%,0,,,,,,,,,,,,W (Ortisei 75K)
2005,15,9,6,60.0%,20-13,60.6%,158-143,52.5%,4-1,80.0%,0,,,,,,,,,,,,QF (4x)
2004,20,7,13,35.0%,19-28,40.4%,221-256,46.3%,4-7,36.4%,0,,,,,,,,,,,,SF (Warsaw 25K)
2003,46,30,16,65.2%,65-42,60.7%,520-463,52.9%,7-1,87.5%,0,,,,,,,,,,,,W (3x)
2002,26,19,7,73.1%,41-18,69.5%,305-232,56.8%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
2001,13,9,4,69.2%,18-7,72.0%,135-98,57.9%,0-1,0.0%,0,,,,,,,,,,,,W (Glasgow 25K)
2000,4,2,2,50.0%,5-3,62.5%,38-30,55.9%,0-0,-,0,,,,,,,,,,,,QF (Valasske Mezirici 10K)
1999,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Valasske Mezirici 10K)
1998,3,2,1,66.7%,5-2,71.4%,36-26,58.1%,0-1,0.0%,0,,,,,,,,,,,,QF (Nicosia 10K)
Career,337,190,147,56.4%,428-333,56.2%,3661-3398,51.9%,39-34,53.4%,0,,,,,,,,,,,,
