Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,38,14,24,36.8%,30-53,36.1%,337-426,44.2%,4-2,66.7%,22,-,-,1.9%,8.3%,63.9%,58.9%,43.1%,53.2%,43.6%,48.4%,0.93
Clay,46,15,31,32.6%,36-65,35.6%,412-523,44.1%,4-7,36.4%,25,-,-,1.0%,8.6%,63.2%,56.9%,34.8%,48.8%,44.4%,46.6%,0.87
Grass,9,3,6,33.3%,10-13,43.5%,112-119,48.5%,1-2,33.3%,8,-,-,2.6%,5.7%,67.7%,61.8%,49.0%,57.7%,41.0%,49.3%,0.97
Grand Slams,24,7,17,29.2%,19-38,33.3%,252-306,45.2%,1-2,33.3%,20,-,-,2.0%,8.5%,63.2%,58.2%,41.9%,52.2%,43.2%,47.6%,0.90
Premiers,8,2,6,25.0%,6-12,33.3%,71-94,43.0%,1-0,100.0%,4,-,-,0.3%,5.9%,71.3%,56.6%,34.1%,50.2%,45.8%,47.8%,0.92
Internationals,58,22,36,37.9%,48-77,38.4%,507-628,44.7%,6-9,40.0%,30,-,-,1.4%,7.9%,64.1%,58.8%,39.7%,51.9%,43.5%,47.8%,0.91
Finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,-,-,0.0%,6.4%,80.9%,34.2%,33.3%,34.0%,42.2%,38.0%,0.64
Semi-finals,2,1,1,50.0%,1-3,25.0%,11-21,34.4%,0-0,-,2,-,-,2.1%,8.3%,70.3%,56.9%,37.2%,51.0%,38.5%,45.7%,0.79
Quarter-finals,5,2,3,40.0%,6-7,46.2%,63-64,49.6%,0-2,0.0%,2,-,-,3.6%,4.7%,65.3%,61.1%,47.8%,56.5%,48.9%,52.8%,1.12
vs Righties,79,26,53,32.9%,62-113,35.4%,722-903,44.4%,6-11,35.3%,45,-,-,1.7%,7.7%,64.4%,58.7%,39.5%,51.9%,43.3%,47.6%,0.90
vs Lefties,11,5,6,45.5%,12-14,46.2%,119-135,46.9%,3-0,100.0%,8,-,-,1.4%,9.6%,64.2%,56.1%,43.1%,51.4%,45.8%,48.6%,0.94
vs Top 10,3,0,3,0.0%,0-6,0.0%,17-36,32.1%,0-0,-,1,-,-,3.8%,5.7%,69.8%,56.8%,37.5%,50.9%,28.0%,39.8%,0.57
