Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,9,5,4,55.6%,10,2,8,20.0%,2023,2026,R64,9,1.07,13.8%,2.7%,65.4%,74.8%,58.7%,69.2%,33.0%,75.0%,28.1%
Roland Garros,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2024,2025,R64,3,0.95,6.2%,4.2%,71.6%,67.1%,42.5%,60.1%,37.9%,67.6%,35.7%
Wimbledon,2,Grass,4,2,2,50.0%,4,2,2,50.0%,2024,2025,Q2,4,1.15,20.2%,2.1%,65.1%,81.3%,62.7%,74.8%,28.9%,66.7%,33.3%
US Open,5,Hard,9,4,5,44.4%,5,3,2,60.0%,2021,2025,R64,9,0.90,10.1%,5.7%,61.5%,69.0%,47.4%,60.7%,35.4%,58.7%,35.1%
Davis Cup,1,,1,1,0,100.0%,0,0,0,-,2026,2026,,0,,,,,,,,,,
Indian Wells Masters,4,Hard,6,2,4,33.3%,5,1,4,20.0%,2022,2026,R128,6,0.77,9.8%,4.1%,61.4%,70.9%,47.8%,62.0%,29.4%,74.5%,33.3%
Santiago,2,Clay,4,2,2,50.0%,0,0,0,-,2025,2026,QF,4,0.91,9.5%,5.0%,63.1%,76.3%,40.4%,63.1%,33.6%,71.4%,35.7%
Cincinnati Masters,2,Hard,5,3,2,60.0%,0,0,0,-,2022,2025,R64,5,1.05,15.8%,3.1%,64.4%,76.1%,51.9%,67.5%,34.2%,65.2%,28.6%
Los Cabos,2,Hard,7,5,2,71.4%,3,2,1,66.7%,2024,2025,QF,7,0.97,8.2%,5.6%,57.3%,74.7%,44.4%,61.8%,37.0%,60.0%,46.5%
Rome Masters,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2023,2024,Q2,3,0.91,7.0%,3.9%,64.3%,69.9%,56.5%,65.1%,31.6%,55.6%,40.0%
Madrid Masters,2,Clay,2,0,2,0.0%,0,0,0,-,2023,2024,R128,2,0.61,9.5%,0.7%,72.3%,61.6%,50.0%,58.4%,25.2%,50.0%,12.5%
