Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,31,9,22,29.0%,28-54,34.1%,371-460,44.6%,10-10,50.0%,31,76.9%,12.0%,10.2%,5.0%,62.5%,72.1%,46.6%,62.5%,31.4%,47.2%,0.84
Clay,9,4,5,44.4%,10-11,47.6%,90-104,46.4%,0-1,0.0%,8,72.7%,15.9%,8.4%,3.9%,67.5%,67.8%,42.6%,59.6%,33.2%,47.0%,0.82
Grass,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,60.0%,10.0%,5.0%,3.3%,60.0%,61.1%,45.8%,55.0%,25.5%,41.4%,0.57
Grand Slams,9,3,6,33.3%,13-22,37.1%,164-195,45.7%,4-6,40.0%,9,77.0%,15.0%,10.2%,4.7%,65.5%,70.2%,48.4%,62.6%,33.5%,48.0%,0.90
Masters,13,4,9,30.8%,11-18,37.9%,132-159,45.4%,4-3,57.1%,13,79.6%,10.6%,11.6%,4.9%,62.7%,73.8%,48.8%,64.5%,29.4%,47.1%,0.83
Other Tours,18,5,13,27.8%,12-27,30.8%,160-218,42.3%,2-2,50.0%,18,72.0%,11.9%,8.2%,4.8%,61.7%,70.0%,42.0%,59.3%,31.3%,46.2%,0.77
Best of 5,9,3,6,33.3%,13-22,37.1%,164-195,45.7%,4-6,40.0%,9,77.0%,15.0%,10.2%,4.7%,65.5%,70.2%,48.4%,62.6%,33.5%,48.0%,0.90
Best of 3,32,10,22,31.3%,25-45,35.7%,304-382,44.3%,6-5,54.5%,31,75.2%,11.3%,9.6%,4.8%,62.1%,71.6%,44.8%,61.5%,30.5%,46.6%,0.79
Quarter-finals,2,0,2,0.0%,1-4,20.0%,16-29,35.6%,0-0,-,2,59.1%,13.0%,5.4%,4.8%,57.8%,64.7%,43.5%,55.8%,31.5%,44.6%,0.71
vs Righties,36,12,24,33.3%,35-58,37.6%,422-510,45.3%,10-9,52.6%,35,76.3%,12.7%,9.5%,4.4%,63.3%,71.3%,46.7%,62.3%,31.6%,47.3%,0.84
vs Lefties,5,1,4,20.0%,3-9,25.0%,46-67,40.7%,0-2,0.0%,5,72.2%,12.3%,12.1%,7.7%,63.0%,69.6%,40.0%,58.6%,31.2%,45.1%,0.75
vs Top 10,6,0,6,0.0%,2-15,11.8%,71-102,41.0%,0-3,0.0%,6,74.7%,10.1%,8.7%,4.9%,64.3%,71.3%,47.8%,62.9%,29.0%,46.1%,0.78
