Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 US Open R128,L vs Fritz,56% (10/18),0% (0/4),0/0,0/0,60% (6/10),1/4,0/1,- (0/0),- (0/0)
2024 Madrid Q1,L vs Hassan,60% (6/10),0% (0/7),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2024 Cleveland CH R16,W vs Brady,82% (9/11),60% (3/5),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 US Open R128,L vs Ruud,90% (19/21),27% (3/11),1/1,0/0,63% (5/8),2/5,1/2,67% (8/12),17% (2/12)
2022 US Open R64,L vs Murray,47% (9/19),67% (2/3),1/1,0/0,53% (9/17),0/3,0/1,- (0/0),- (0/0)
2022 US Open R128,W vs Millman,90% (19/21),27% (4/15),3/8,1/1,71% (12/17),2/4,0/0,77% (10/13),43% (6/14)
2021 US Open R128,L vs Musetti,71% (12/17),67% (2/3),1/3,0/0,42% (5/12),2/5,0/1,67% (4/6),50% (3/6)
2019 San Luis Potosi CH R64,L vs Sanchez,78% (7/9),0% (0/3),0/0,0/0,70% (7/10),1/3,1/2,- (0/0),- (0/0)
2019 M15 Cancun R32,L vs Mena,- (0/0),100% (1/1),0/0,0/0,0% (0/7),0/2,0/1,- (0/0),- (0/0)
2019 Monterrey CH R32,L vs Giron,83% (5/6),25% (1/4),0/0,0/0,33% (2/6),1/3,1/2,- (0/0),- (0/0)
2019 Monterrey CH R64,W vs Gojo,57% (13/23),40% (2/5),2/3,1/2,67% (2/3),1/2,0/0,- (0/0),- (0/0)
2019 M25 Calabasas CA R32,L vs Simon,55% (6/11),0% (0/2),0/0,0/0,0% (0/3),2/4,1/2,- (0/0),- (0/0)
2019 M15 Arcadia CA SF,L vs Bellier,50% (2/4),25% (1/4),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2019 M15 Arcadia CA R16,W vs Friberg,69% (9/13),100% (3/3),2/2,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2019 M15 Arcadia CA R32,W vs Blumenberg,80% (8/10),100% (4/4),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Acapulco R32,L vs Mcdonald,44% (4/9),- (0/0),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2025 (1 matches),,55.6%,0.0%,-,-,60.0%,25.0%,0.0%,-,-
2024 (2 matches),,71.4%,25.0%,66.7%,100.0%,50.0%,0.0%,0.0%,-,-
2023 (1 matches),,90.5%,27.3%,100.0%,-,62.5%,40.0%,50.0%,66.7%,16.7%
2022 (2 matches),,70.0%,33.3%,44.4%,100.0%,61.8%,28.6%,0.0%,76.9%,42.9%
2021 (1 matches),,70.6%,66.7%,33.3%,-,41.7%,40.0%,0.0%,66.7%,50.0%
Career (16 matches),,68.3%,35.1%,60.9%,83.3%,50.4%,29.3%,26.7%,71.0%,34.4%
