Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Thompson,111.5,120.1,6.7,122.6,117.7,132,104,99.6,8.3,102.8,99.5,117,84
2024 US Open R128,W vs Skatov,108.9,118.6,12.6,123.2,116.6,133,62,97.3,6.9,99.3,96.0,108,72
2024 Wimbledon R64,L vs Fils,111.4,120.1,7.7,124.1,114.8,133,100,97.3,6.3,100.8,93.0,114,85
2024 Wimbledon R128,W vs Albot,114.7,122.0,8.7,127.4,115.1,136,99,100.7,7.1,102.8,103.6,114,87
2023 US Open R64,L vs Draper,107.2,117.0,8.1,121.0,111.4,132,101,94.8,6.6,97.4,98.5,123,82
2023 US Open R128,W vs Huesler,110.8,117.8,7.8,121.2,112.6,134,99,96.0,4.8,97.1,97.5,105,86
2023 Wimbledon R16,L vs Djokovic,119.4,127.0,7.7,130.6,121.5,141,104,95.9,5.9,101.3,,105,80
2023 Wimbledon R32,W vs Musetti,113.4,121.9,6.9,124.5,118.1,133,102,94.1,6.7,94.9,92.0,115,84
2023 Wimbledon R64,W vs Choinski,115.7,122.8,7.1,125.8,119.7,138,102,100.8,6.5,103.5,,115,90
2023 Wimbledon R128,W vs Ramos,115.8,122.6,7.3,126.0,118.8,137,105,101.1,5.5,100.1,103.0,109,90
2022 US Open R64,L vs Ivashka,108.2,118.7,8.9,122.8,112.8,133,90,95.3,5.0,97.1,93.5,106,83
2022 US Open R128,W vs Otte,98.0,105.6,13.9,110.9,100.9,128,63,87.4,8.1,93.2,83.0,103,71
2022 Wimbledon R128,L vs Davidovich Fokina,112.5,121.0,7.1,125.7,115.6,136,104,99.4,7.5,102.1,101.8,135,83
2021 US Open R64,L vs Seppi,109.7,118.7,9.3,125.7,112.6,133,92,93.9,5.9,97.3,95.5,107,79
2021 US Open R128,W vs Gerasimov,111.7,121.4,11.6,128.3,110.4,136,74,95.0,4.9,96.7,97.0,102,84
2021 Wimbledon SF,L vs Berrettini,110.6,120.6,7.8,125.0,116.1,134,101,97.1,4.7,100.0,97.0,111,86
2021 Wimbledon QF,W vs Federer,110.2,121.0,8.9,127.9,112.9,136,103,93.3,4.9,93.3,93.3,104,84
2021 Wimbledon R16,W vs Medvedev,109.7,119.2,9.1,124.5,113.9,134,96,93.7,4.4,94.0,95.0,102,84
2021 Wimbledon R32,W vs Bublik,114.8,123.6,7.2,126.5,117.5,136,100,94.6,4.1,97.5,96.5,102,85
2019 Wimbledon R32,L vs Djokovic,114.6,123.5,6.5,126.5,119.5,134,106,98.7,5.5,102.8,105.0,118,89
Career (22 matches),,111.5,120.4,8.3,124.9,115.4,141,62,96.5,6.0,99.3,96.7,135,71
