Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Indian Wells R128,L vs Kovacevic,36.5%,47.1%,51.0%,42.8%,46.6%,56.9%,51.6%,55.9%,44.0%,48.5%,100.0%,18.2%,31.8%,50.0%,45
2026 Dubai R32,L vs Mensik,39.7%,49.3%,50.0%,45.6%,53.1%,63.3%,56.5%,61.8%,64.7%,43.8%,0.0%,13.6%,22.7%,42.1%,19
2026 Rotterdam R32,L vs Bublik,40.2%,58.9%,56.4%,46.4%,62.5%,82.1%,76.2%,74.5%,53.8%,43.3%,100.0%,19.0%,40.5%,44.1%,54
2026 Montpellier R32,L vs Damm,47.2%,55.6%,39.5%,51.0%,57.8%,64.4%,36.8%,63.8%,45.8%,52.4%,50.0%,29.6%,40.7%,42.1%,-79
2026 Australian Open R64,L vs Quinn,35.8%,42.1%,40.0%,39.2%,48.2%,55.4%,37.9%,53.9%,43.5%,33.3%,40.0%,18.4%,23.7%,41.9%,-40
2026 Australian Open R128,W vs Bergs,41.4%,50.7%,55.0%,48.4%,54.5%,65.9%,72.5%,65.7%,48.8%,51.1%,25.0%,20.0%,26.0%,37.5%,-21
2026 United Cup F,W vs Wawrinka,38.9%,52.2%,47.3%,44.0%,54.0%,66.7%,62.1%,61.3%,57.7%,48.6%,80.0%,3.7%,18.5%,30.8%,-79
2026 United Cup SF,W vs Fritz,51.3%,65.8%,52.9%,57.9%,57.6%,74.6%,64.0%,66.1%,52.2%,50.0%,100.0%,35.7%,42.9%,22.2%,188
2026 United Cup QF,L vs De Minaur,42.4%,58.8%,46.9%,50.7%,47.6%,68.3%,51.5%,58.9%,41.9%,37.5%,33.3%,27.3%,31.8%,37.5%,-79
2026 United Cup RR,W vs Griekspoor,58.2%,69.1%,69.6%,62.0%,70.7%,78.0%,66.7%,75.9%,50.0%,48.0%,-,21.4%,42.9%,72.7%,-79
2026 United Cup RR,W vs Zverev,47.6%,54.0%,42.4%,49.4%,70.7%,73.2%,50.0%,73.4%,35.0%,47.6%,0.0%,4.5%,18.2%,38.1%,-79
2025 s Hertogenbosch R32,W vs Bautista Agut,45.5%,65.2%,64.7%,57.3%,53.3%,80.0%,76.2%,70.7%,25.0%,62.1%,50.0%,31.6%,36.8%,46.2%,65
2025 Roland Garros R128,L vs Fonseca,22.8%,38.0%,41.0%,31.3%,27.5%,49.0%,54.1%,40.6%,50.0%,62.1%,66.7%,14.3%,17.9%,20.8%,-79
2025 Geneva F,L vs Djokovic,32.5%,41.5%,51.9%,37.7%,40.5%,50.6%,55.3%,48.6%,51.3%,42.5%,0.0%,20.0%,27.5%,46.9%,59
2025 Geneva SF,W vs Ofner,47.3%,61.8%,57.1%,52.9%,54.1%,67.6%,47.1%,62.4%,50.0%,42.1%,-,35.3%,52.9%,72.7%,5
2025 Geneva QF,W vs Fritz,35.2%,56.3%,61.4%,45.1%,44.4%,75.6%,76.0%,60.0%,37.5%,37.9%,50.0%,20.8%,25.0%,42.1%,37
2025 Geneva R16,W vs Rinderknech,50.0%,58.0%,56.0%,53.4%,60.6%,63.6%,53.8%,65.8%,53.8%,60.0%,100.0%,29.4%,47.1%,58.3%,-79
2025 Geneva R32,W vs Cazaux,26.2%,36.1%,57.1%,28.7%,37.1%,45.7%,45.5%,41.4%,29.4%,61.1%,0.0%,13.0%,26.1%,70.0%,9
2025 Rome QF,L vs Paul,26.8%,36.6%,40.0%,32.0%,40.0%,51.1%,51.9%,48.2%,47.4%,38.5%,50.0%,4.2%,12.5%,26.1%,-76
2025 Rome R16,W vs Mensik,31.5%,40.0%,53.5%,37.7%,40.0%,51.8%,54.9%,49.4%,53.8%,52.2%,40.0%,16.7%,19.0%,51.4%,22
Career (329 matches),,36.4%,48.5%,51.8%,42.8%,47.3%,60.9%,56.3%,57.5%,49.7%,49.7%,48.9%,18.5%,28.6%,46.2%,20
