Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Indian Wells R128,L vs Kovacevic,25% (3/12),33% (1/3),1/1,17% (2/12),50% (1/2),1/1,0/0,2/2,0/0,0/0
2026 Dubai R32,L vs Mensik,0% (0/11),- (0/0),0/0,18% (2/11),50% (1/2),0/0,0/0,2/3,0/0,2/2
2026 Rotterdam R32,L vs Bublik,22% (4/18),25% (1/4),0/2,11% (2/18),0% (0/2),0/1,0/1,1/1,0/1,0/0
2026 Montpellier R32,L vs Damm,9% (1/11),0% (0/1),0/1,27% (3/11),67% (2/3),0/0,0/0,3/3,0/0,1/1
2026 Australian Open R64,L vs Quinn,27% (4/15),0% (0/4),0/3,36% (5/14),40% (2/5),0/0,0/0,2/2,0/0,1/1
2026 Australian Open R128,W vs Bergs,29% (6/21),50% (3/6),0/0,10% (2/21),100% (2/2),2/2,1/1,2/2,0/0,0/0
2026 United Cup F,W vs Wawrinka,23% (3/13),67% (2/3),0/1,36% (5/14),80% (4/5),2/2,2/2,1/1,1/1,0/0
2026 United Cup SF,W vs Fritz,8% (1/12),0% (0/1),0/0,8% (1/12),100% (1/1),0/0,0/0,2/2,0/0,0/0
2026 United Cup QF,L vs De Minaur,33% (5/15),20% (1/5),0/2,27% (4/15),50% (2/4),0/0,0/0,1/1,0/0,1/1
2026 United Cup RR,W vs Zverev,22% (2/9),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2026 United Cup RR,W vs Griekspoor,10% (1/10),100% (1/1),0/0,0% (0/11),- (0/0),1/1,1/1,2/2,0/0,0/0
2025 s Hertogenbosch R32,W vs Bautista Agut,36% (4/11),25% (1/4),0/0,18% (2/11),100% (2/2),1/1,1/1,0/0,1/1,0/0
2025 Roland Garros R128,L vs Fonseca,8% (1/13),0% (0/1),0/5,54% (7/13),29% (2/7),0/0,0/0,3/3,0/0,1/1
2025 Geneva F,L vs Djokovic,11% (2/18),100% (2/2),0/1,17% (3/18),67% (2/3),1/1,0/0,2/2,0/0,2/2
2025 Geneva SF,W vs Ofner,33% (3/9),67% (2/3),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2025 Geneva QF,W vs Fritz,20% (2/10),50% (1/2),0/0,18% (2/11),100% (2/2),1/1,1/1,2/2,0/0,0/0
2025 Geneva R16,W vs Rinderknech,38% (3/8),100% (3/3),0/0,11% (1/9),100% (1/1),2/2,1/1,0/0,1/1,0/0
2025 Geneva R32,W vs Cazaux,33% (3/9),100% (3/3),0/1,30% (3/10),67% (2/3),3/3,2/2,0/0,1/1,0/0
2025 Rome QF,L vs Paul,36% (4/11),75% (3/4),2/4,50% (5/10),20% (1/5),2/3,0/0,1/1,0/0,1/1
2025 Rome R16,W vs Mensik,12% (2/17),0% (0/2),0/1,24% (4/17),75% (3/4),0/0,0/0,3/3,0/0,0/0
2026 (11 matches),,20.4%,36.7%,10.0%,18.1%,59.3%,88.9%,85.7%,94.7%,66.7%,100.0%
2025 (25 matches),,24.1%,58.9%,8.1%,22.6%,44.3%,94.4%,95.2%,92.3%,100.0%,85.7%
2024 (54 matches),,26.2%,62.6%,13.8%,22.0%,48.8%,84.8%,91.5%,91.4%,96.4%,94.1%
2023 (65 matches),,27.1%,60.3%,19.6%,21.0%,40.6%,89.2%,87.3%,89.1%,81.5%,91.4%
2022 (60 matches),,28.9%,62.4%,21.3%,19.9%,54.5%,92.3%,93.3%,86.3%,93.3%,80.0%
Career (484 matches),,30.9%,64.0%,21.7%,26.0%,40.5%,84.2%,89.5%,81.8%,90.4%,81.0%
