Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Indian Wells R128,L vs Kovacevic,73% (11/15),33% (1/3),0/1,0/0,67% (2/3),0/2,0/1,58% (7/12),23% (3/13)
2026 Dubai R32,L vs Mensik,53% (10/19),- (0/0),0/0,0/0,67% (2/3),4/6,4/5,75% (6/8),13% (1/8)
2026 Rotterdam R32,L vs Bublik,73% (16/22),17% (1/6),1/1,0/0,33% (1/3),1/3,1/2,44% (4/9),50% (4/8)
2026 Montpellier R32,L vs Damm,91% (10/11),0% (0/1),0/0,0/0,75% (3/4),0/2,0/1,50% (3/6),33% (2/6)
2026 Australian Open R64,L vs Quinn,65% (11/17),0% (0/8),0/0,0/0,57% (4/7),0/3,0/1,67% (4/6),17% (1/6)
2026 Australian Open R128,W vs Bergs,72% (21/29),27% (3/11),3/6,1/2,100% (6/6),1/2,0/0,71% (10/14),29% (4/14)
2026 United Cup F,W vs Wawrinka,76% (13/17),29% (2/7),2/4,1/1,89% (8/9),1/2,0/0,- (0/0),- (0/0)
2026 United Cup SF,W vs Fritz,80% (12/15),0% (0/1),2/2,1/1,100% (2/2),2/2,0/0,78% (7/9),88% (7/8)
2026 United Cup QF,L vs De Minaur,72% (13/18),9% (1/11),1/2,0/0,50% (2/4),0/2,0/1,- (0/0),- (0/0)
2026 United Cup RR,W vs Zverev,71% (10/14),67% (2/3),2/3,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2026 United Cup RR,W vs Griekspoor,100% (11/11),100% (1/1),2/3,1/2,- (0/0),0/0,0/0,67% (4/6),60% (3/5)
2025 s Hertogenbosch R32,W vs Bautista Agut,73% (11/15),20% (1/5),2/4,1/2,100% (2/2),0/0,0/0,100% (5/5),50% (2/4)
2025 Roland Garros R128,L vs Fonseca,62% (8/13),0% (0/2),0/0,0/0,58% (7/12),3/6,3/4,- (0/0),- (0/0)
2025 Geneva F,L vs Djokovic,49% (17/35),100% (2/2),1/1,0/0,80% (4/5),0/2,0/1,22% (2/9),22% (2/9)
2025 Geneva SF,W vs Ofner,67% (10/15),40% (2/5),2/4,1/3,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2025 Geneva QF,W vs Fritz,73% (11/15),25% (1/4),2/3,1/1,100% (3/3),0/0,0/0,83% (5/6),33% (2/6)
2025 Geneva R16,W vs Rinderknech,64% (9/14),75% (3/4),2/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2025 Geneva R32,W vs Cazaux,82% (9/11),60% (3/5),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2025 Rome QF,L vs Paul,55% (6/11),38% (3/8),0/0,0/0,56% (5/9),1/3,1/2,80% (4/5),0% (0/6)
2025 Rome R16,W vs Mensik,57% (16/28),0% (0/3),2/2,1/1,88% (7/8),3/4,0/0,75% (9/12),42% (5/12)
2026 (11 matches),,73.4%,21.2%,59.1%,71.4%,73.8%,37.5%,45.5%,64.3%,36.8%
2025 (25 matches),,71.3%,35.8%,58.6%,60.9%,67.5%,42.6%,45.0%,71.4%,32.8%
2024 (54 matches),,71.0%,37.2%,55.8%,56.1%,69.8%,51.7%,55.3%,73.4%,31.5%
2023 (65 matches),,69.3%,35.4%,48.5%,48.9%,63.0%,45.3%,53.2%,68.1%,33.5%
2022 (60 matches),,70.8%,37.4%,55.7%,64.1%,71.3%,47.2%,48.6%,67.9%,33.0%
Career (484 matches),,67.7%,38.1%,53.6%,56.3%,64.9%,45.8%,46.2%,66.1%,36.0%
