Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,5,7,41.7%,13-17,43.3%,160-166,49.1%,5-7,41.7%,12,91.1%,7.1%,18.8%,2.2%,65.7%,80.2%,49.1%,69.5%,29.8%,49.6%,0.98,W (United Cup)
2025,22,13,9,59.1%,29-21,58.0%,262-246,51.6%,6-4,60.0%,21,86.6%,15.8%,14.3%,2.1%,63.6%,77.3%,51.2%,67.8%,34.0%,50.7%,1.06,F (Geneva)
2024,64,42,22,65.6%,106-67,61.3%,967-844,53.4%,30-23,56.6%,64,89.0%,16.5%,15.2%,1.9%,63.6%,78.0%,54.9%,69.6%,34.6%,51.8%,1.14,W (Estoril)
2023,68,45,23,66.2%,116-80,59.2%,1077-977,52.4%,32-30,51.6%,68,88.1%,16.3%,16.8%,2.2%,63.9%,79.6%,50.7%,69.2%,34.3%,51.3%,1.11,W (2x)
2022,62,41,21,66.1%,100-62,61.7%,914-769,54.3%,22-26,45.8%,62,90.6%,17.9%,16.2%,2.0%,63.8%,78.4%,54.8%,69.8%,34.7%,52.0%,1.15,W (Halle)
2021,60,37,23,61.7%,94-58,61.8%,815-717,53.2%,20-13,60.6%,57,85.5%,19.6%,12.4%,2.2%,63.6%,75.4%,53.2%,67.3%,36.1%,51.5%,1.11,W (3x)
2020,28,15,13,53.6%,40-36,52.6%,389-379,50.7%,6-6,50.0%,28,78.7%,22.3%,9.5%,4.4%,59.5%,73.8%,46.4%,62.7%,37.1%,50.1%,0.99,SF (Auckland)
2019,48,25,23,52.1%,59-60,49.6%,604-593,50.5%,10-13,43.5%,48,82.9%,17.9%,9.2%,3.7%,64.7%,73.2%,52.0%,65.7%,35.0%,50.5%,1.02,W (Winston-Salem)
2018,19,7,12,36.8%,19-28,40.4%,213-239,47.1%,5-5,50.0%,18,78.2%,15.6%,8.1%,3.6%,62.1%,70.2%,50.8%,62.8%,33.9%,48.5%,0.91,
2017,2,0,2,0.0%,1-5,16.7%,33-39,45.8%,0-2,0.0%,2,68.6%,25.7%,5.8%,10.7%,62.1%,68.2%,34.8%,55.6%,37.9%,46.9%,0.85,
2016,4,1,3,25.0%,3-10,23.1%,59-75,44.0%,1-3,25.0%,4,68.8%,19.7%,7.7%,7.9%,60.5%,67.8%,42.3%,57.7%,35.0%,46.9%,0.83,
Career,389,231,158,59.4%,580-444,56.6%,5493-5044,52.1%,137-132,50.9%,384,86.2%,17.5%,13.7%,2.7%,63.5%,76.6%,51.9%,67.6%,34.8%,51.0%,1.07,
