Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,271,161,110,59.4%,392-304,56.3%,3725-3409,52.2%,91-94,49.2%,267,86.3%,17.6%,14.5%,2.7%,63.8%,76.9%,51.4%,67.7%,34.8%,51.1%,1.08
Clay,77,44,33,57.1%,116-98,54.2%,1130-1068,51.4%,24-23,51.1%,77,82.8%,19.3%,10.5%,2.6%,61.4%,74.5%,52.1%,65.8%,35.9%,50.8%,1.05
Grass,41,26,15,63.4%,72-42,63.2%,638-567,52.9%,22-15,59.5%,40,91.6%,13.4%,14.4%,2.4%,65.3%,78.7%,54.5%,70.3%,32.8%,51.3%,1.10
Grand Slams,66,37,29,56.1%,136-114,54.4%,1286-1216,51.4%,29-26,52.7%,66,84.7%,17.9%,11.9%,2.6%,63.7%,76.2%,51.0%,67.1%,35.9%,51.0%,1.09
Masters,134,85,49,63.4%,191-139,57.9%,1791-1620,52.5%,44-46,48.9%,133,85.5%,18.8%,13.9%,2.4%,62.2%,76.3%,52.0%,67.1%,34.9%,51.1%,1.06
Other Tours,172,103,69,59.9%,240-165,59.3%,2232-2001,52.7%,61-55,52.6%,169,88.8%,16.1%,15.1%,2.6%,64.4%,77.6%,53.3%,69.0%,34.1%,51.3%,1.10
Best of 5,69,37,32,53.6%,137-123,52.7%,1334-1277,51.1%,29-29,50.0%,69,83.6%,18.4%,11.5%,2.9%,63.6%,75.6%,50.4%,66.4%,36.1%,50.9%,1.07
Best of 3,320,194,126,60.6%,443-321,58.0%,4159-3767,52.5%,108-103,51.2%,315,87.1%,17.1%,14.4%,2.6%,63.4%,76.9%,52.4%,67.9%,34.4%,51.1%,1.07
Finals,15,9,6,60.0%,22-15,59.5%,210-184,53.3%,5-8,38.5%,15,90.2%,16.5%,16.6%,1.6%,67.4%,78.3%,48.2%,68.5%,32.2%,50.9%,1.02
Semi-finals,27,15,12,55.6%,38-29,56.7%,362-343,51.3%,12-10,54.5%,27,88.8%,12.8%,15.9%,1.4%,65.6%,78.2%,51.3%,68.9%,31.9%,50.7%,1.03
Quarter-finals,45,24,21,53.3%,64-51,55.7%,629-576,52.2%,15-20,42.9%,45,87.3%,17.2%,14.4%,1.9%,63.3%,77.9%,51.7%,68.3%,34.7%,51.0%,1.09
vs Righties,344,197,147,57.3%,504-405,55.4%,4853-4514,51.8%,120-122,49.6%,340,86.1%,17.0%,13.7%,2.7%,63.5%,76.5%,52.0%,67.5%,34.5%,50.9%,1.06
vs Lefties,45,34,11,75.6%,76-39,66.1%,640-530,54.7%,17-10,63.0%,44,87.0%,21.3%,13.7%,2.6%,63.4%,77.2%,51.4%,67.8%,37.6%,52.6%,1.17
vs Top 10,60,21,39,35.0%,69-97,41.6%,824-899,47.8%,19-28,40.4%,60,84.3%,11.6%,13.0%,2.7%,62.7%,76.2%,47.9%,65.7%,30.0%,48.5%,0.87
