Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,21,12,9,57.1%,21,10,11,47.6%,2018,2026,QF,21,1.12,12.6%,2.7%,65.7%,77.2%,49.7%,67.7%,36.1%,57.5%,33.2%
Roland Garros,8,Clay,20,12,8,60.0%,14,8,6,57.1%,2018,2025,R16,17,1.06,9.0%,2.1%,63.2%,75.0%,50.7%,66.0%,35.8%,63.5%,38.9%
Wimbledon,6,Grass,20,13,7,65.0%,16,9,7,56.3%,2018,2024,SF,17,1.13,12.1%,2.2%,64.2%,77.3%,55.1%,69.3%,34.6%,73.6%,37.0%
US Open,7,Hard,16,9,7,56.3%,9,6,3,66.7%,2018,2024,R64,16,1.06,13.3%,3.7%,60.8%,73.3%,50.8%,64.5%,37.8%,60.3%,37.7%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2021,2021,R32,0,,,,,,,,,,
Davis Cup,4,,11,5,6,45.5%,7,2,5,28.6%,2016,2024,,10,0.92,8.1%,7.5%,61.9%,70.5%,43.2%,60.1%,36.7%,63.4%,34.9%
Miami Masters,6,Hard,20,15,5,75.0%,19,10,9,52.6%,2019,2026,W,20,1.14,14.6%,1.8%,67.4%,77.6%,53.7%,69.8%,34.3%,72.2%,32.5%
Indian Wells Masters,7,Hard,18,11,7,61.1%,7,3,4,42.9%,2019,2026,QF,18,1.03,11.5%,3.0%,61.7%,73.9%,49.5%,64.5%,36.6%,62.6%,40.7%
Dubai,7,Hard,17,10,7,58.8%,10,5,5,50.0%,2019,2026,SF,17,1.09,13.3%,2.4%,66.7%,77.7%,53.2%,69.5%,33.3%,67.6%,37.1%
Rotterdam,7,Hard,14,7,7,50.0%,16,8,8,50.0%,2020,2026,SF,14,1.07,16.7%,2.9%,61.8%,78.6%,55.1%,69.7%,32.4%,61.7%,35.8%
Montpellier,3,Hard,3,0,3,0.0%,2,0,2,0.0%,2019,2026,R16,3,0.78,12.9%,3.1%,62.7%,69.5%,48.8%,61.8%,29.9%,65.0%,28.6%
United Cup,3,Hard,19,11,8,57.9%,12,7,5,58.3%,2023,2026,W,19,1.11,19.6%,1.3%,67.9%,79.5%,55.8%,71.9%,31.3%,70.0%,35.9%
