Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,292,225,,
2021,343,138,,,,,,,,,,,,
2020,261,209,175,1544,189,1474,127,1563,,,,,,
2019,203,246,145,1621,173,1536,107,1607,100,1595,217,303,,
2018,230,215,169,1578,152,1551,136,1558,104,1556,173,365,,
2017,125,469,129,1641,127,1601,122,1588,68,1640,182,371,,
2016,72,710,73,1750,90,1665,72,1694,39,1721,173,434,,
2015,118,493,128,1631,136,1571,128,1583,60,1666,82,928,112,1536
2014,89,596,92,1692,93,1644,94,1646,56,1654,85,857,80,1612
2013,111,506,130,1643,123,1588,118,1599,75,1622,86,875,79,1623
2012,167,322,157,1598,147,1553,129,1584,119,1535,56,1312,77,1626
2011,161,313,163,1589,156,1545,164,1523,139,1502,69,1091,105,1582
2010,92,573,137,1618,144,1558,220,1469,93,1561,53,1403,55,1671
2009,144,359,177,1573,199,1493,186,1519,,,206,325,,
2008,494,54,,,,,,,,,256,220,,
2007,459,63,,,,,,,,,444,106,,
2006,566,42,,,,,,,,,582,62,,
2005,622,30,,,,,,,,,518,71,,
2004,820,13,,,,,,,,,802,32,,
2003,527,39,,,,,,,,,727,37,,
2002,725,16,,,,,,,,,998,16,,
