Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Stuttgart QF,L vs Auger Aliassime,17% (3/18),33% (1/3),0/1,11% (2/18),50% (1/2),1/1,0/1,3/3,0/1,1/1
2019 Stuttgart R16,W vs Zverev,33% (5/15),60% (3/5),0/1,25% (4/16),75% (3/4),3/3,2/2,3/3,1/1,0/0
2019 Puerto Vallarta CH R16,L vs Smith,15% (2/13),50% (1/2),0/2,46% (6/13),50% (3/6),1/1,1/1,0/1,0/0,0/1
2019 Puerto Vallarta CH R32,W vs King,36% (5/14),80% (4/5),1/2,36% (5/14),40% (2/5),3/3,1/1,0/1,1/1,0/0
2019 Leon CH R32,L vs Guinard,22% (2/9),0% (0/2),0/3,33% (3/9),0% (0/3),0/0,0/0,2/2,0/0,1/1
2019 San Luis Potosi CH R32,L vs Escobar,36% (5/14),60% (3/5),2/5,50% (7/14),29% (2/7),1/2,0/1,1/1,0/0,1/1
2019 Sophia Antipolis CH F,W vs Krajinovic,50% (5/10),80% (4/5),2/2,45% (5/11),60% (3/5),3/4,2/3,0/0,1/2,0/0
2019 Sophia Antipolis CH SF,W vs Molleker,27% (4/15),75% (3/4),0/0,7% (1/15),100% (1/1),1/1,0/0,2/2,0/0,0/0
2019 Sophia Antipolis CH QF,W vs Donati,70% (7/10),71% (5/7),1/2,50% (5/10),60% (3/5),2/3,0/0,0/0,0/0,0/0
2019 Sophia Antipolis CH R16,W vs Coppejans,31% (5/16),80% (4/5),0/1,44% (7/16),86% (6/7),1/2,0/1,1/1,0/0,0/0
2019 Sophia Antipolis CH R32,W vs Haase,44% (4/9),100% (4/4),2/2,20% (2/10),0% (0/2),3/3,1/1,0/0,1/1,0/0
2019 Sophia Antipolis CH R64,W vs Crepatte,56% (5/9),80% (4/5),0/1,33% (3/9),67% (2/3),4/4,2/2,0/0,1/1,0/0
2019 Lille CH R32,L vs Maden,22% (2/9),50% (1/2),1/4,44% (4/9),0% (0/4),1/1,0/0,2/2,0/0,1/1
2019 Lille CH R64,W vs Janvier,20% (2/10),100% (2/2),0/0,20% (2/10),100% (2/2),2/2,2/2,0/0,1/1,0/0
2019 Pau CH R64,L vs Safiullin,29% (4/14),75% (3/4),2/4,40% (6/15),33% (2/6),3/3,1/1,2/2,0/0,0/0
2019 Bergamo CH R64,L vs Crepatte,18% (3/17),0% (0/3),0/1,6% (1/16),0% (0/1),0/0,0/0,2/2,0/0,0/0
2019 Dallas CH R16,L vs Mcdonald,33% (3/9),0% (0/3),0/1,33% (3/9),0% (0/3),0/0,0/0,0/2,0/0,0/1
2019 Dallas CH R32,W vs Rybakov,100% (9/9),44% (4/9),0/1,11% (1/9),0% (0/1),3/4,2/2,0/0,1/1,0/0
2019 Cleveland CH R16,L vs Schnur,9% (1/11),0% (0/1),0/2,27% (3/11),33% (1/3),0/0,0/0,1/1,0/0,1/1
2019 Cleveland CH R32,W vs Choinski,25% (4/16),75% (3/4),2/5,47% (7/15),29% (2/7),2/2,0/1,0/0,0/0,0/0
2019 (24 matches),,32.8%,61.9%,28.6%,30.5%,38.5%,85.7%,77.3%,75.0%,81.8%,60.0%
2018 (34 matches),,30.9%,62.1%,22.2%,33.0%,31.9%,77.6%,78.1%,71.9%,60.0%,76.2%
2017 (52 matches),,27.2%,58.2%,12.4%,33.0%,38.0%,82.4%,86.1%,71.4%,88.9%,63.3%
2016 (52 matches),,33.2%,65.7%,22.7%,29.8%,41.8%,88.3%,92.3%,73.2%,88.5%,66.7%
2015 (37 matches),,28.1%,55.3%,12.1%,24.2%,38.0%,91.3%,100.0%,83.9%,100.0%,81.3%
Career (334 matches),,30.1%,61.3%,16.7%,29.2%,38.0%,85.8%,85.5%,78.0%,87.1%,73.5%
