Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Stuttgart QF,L vs Auger Aliassime,36,11,3.3,15.0%,4.6%,27,5,5.4,14.1%,2.6%,10.9%,2.1%,5.0,22.9%,4.6%
2019 Stuttgart R16,W vs Zverev,42,28,1.5,19.3%,12.8%,30,21,1.4,18.3%,12.8%,13.4%,4.3%,1.5,17.9%,11.9%
2019 Puerto Vallarta CH R32,W vs King,32,27,1.2,16.3%,13.8%,28,21,1.3,15.6%,11.7%,11.2%,4.5%,0.8,10.2%,13.3%
2019 Sophia Antipolis CH F,W vs Krajinovic,38,27,1.4,25.0%,17.8%,28,26,1.1,20.3%,18.8%,15.2%,5.1%,2.0,15.8%,7.9%
2019 Sophia Antipolis CH SF,W vs Molleker,41,31,1.3,23.6%,17.8%,29,31,0.9,19.5%,20.8%,13.4%,6.0%,0.9,13.8%,16.1%
2019 Sophia Antipolis CH R32,W vs Haase,37,13,2.8,32.5%,11.4%,32,12,2.7,30.8%,11.5%,22.1%,8.7%,1.3,14.9%,11.4%
2019 Sophia Antipolis CH R64,W vs Crepatte,33,22,1.5,27.5%,18.3%,32,20,1.6,27.6%,17.2%,19.8%,7.8%,1.3,15.8%,12.5%
2018 Australian Open R128,L vs Sousa,42,58,0.7,14.0%,19.3%,42,58,0.7,15.6%,21.5%,,,2.0,12.0%,6.0%
2017 Wimbledon R64,L vs Murray,30,28,1.1,19.6%,18.3%,25,24,1.0,18.8%,18.0%,12.0%,6.0%,6.2,20.3%,3.3%
2017 Wimbledon R128,W vs Sousa,54,33,1.6,23.2%,14.2%,39,26,1.5,19.6%,13.1%,11.6%,5.5%,2.4,16.3%,6.9%
2017 Roland Garros R128,L vs Monfils,31,42,0.7,17.6%,23.9%,26,33,0.8,16.6%,21.0%,10.2%,6.4%,2.0,12.5%,6.3%
2017 Australian Open R128,L vs Raonic,20,25,0.8,11.6%,14.5%,17,18,0.9,12.2%,12.9%,6.5%,5.0%,1.8,26.7%,14.5%
2017 Doha R16,L vs Tsonga,7,16,0.4,8.4%,19.3%,6,15,0.4,9.0%,22.4%,1.5%,7.5%,2.8,30.1%,10.8%
2016 US Open R128,L vs Raonic,27,28,1.0,15.3%,15.8%,25,22,1.1,16.7%,14.7%,8.0%,5.3%,2.2,23.2%,10.7%
2016 Wimbledon R64,L vs Kyrgios,78,30,2.6,27.1%,10.4%,56,23,2.4,24.8%,10.2%,15.5%,8.4%,3.4,19.1%,5.6%
2016 Wimbledon R128,W vs Lajovic,53,41,1.3,19.7%,15.2%,46,33,1.4,19.4%,13.9%,12.2%,6.8%,2.1,17.5%,8.2%
2016 Roland Garros R64,L vs Sock,30,35,0.9,14.8%,17.2%,26,33,0.8,14.0%,17.7%,11.3%,2.7%,1.5,19.7%,12.8%
2016 Roland Garros R128,W vs Sela,81,77,1.1,21.3%,20.2%,77,74,1.0,21.0%,20.2%,16.1%,4.9%,1.6,14.2%,8.9%
2016 Wroclaw CH QF,W vs Olivetti,23,12,1.9,21.9%,11.4%,8,9,0.9,12.5%,14.1%,6.3%,6.3%,1.0,18.1%,19.0%
2016 Montpellier R16,W vs Simon,35,22,1.6,29.7%,18.6%,25,22,1.1,23.4%,20.6%,9.3%,9.3%,1.3,10.2%,7.6%
Career (37 matches),,1524,1057,1.4,21.3%,14.8%,1171,883,1.3,19.1%,14.4%,10.8%,5.6%,1.9,16.6%,8.7%
