Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Wimbledon Q2,W vs Ymer,96.7%,62.1%,59.8%,60.3%,23.8%,33.3%,0.0%,20.0%,22.2%,8.8%,0.0%,47,60
2019 Stuttgart QF,L vs Auger Aliassime,91.3%,67.6%,50.0%,66.7%,50.0%,0.0%,0.0%,50.0%,50.0%,2.5%,50.0%,142,95
2019 Stuttgart R16,W vs Zverev,91.2%,67.7%,48.6%,69.8%,14.3%,0.0%,0.0%,17.6%,25.0%,9.7%,22.2%,195,144
2019 Puerto Vallarta CH R32,W vs King,44.2%,64.3%,31.6%,66.1%,14.8%,27.3%,6.7%,5.6%,0.0%,2.2%,0.0%,44,63
2019 Sophia Antipolis CH F,W vs Krajinovic,33.8%,52.2%,32.9%,58.0%,15.2%,40.0%,0.0%,13.7%,28.6%,10.5%,30.8%,73,50
2019 Sophia Antipolis CH SF,W vs Molleker,26.3%,75.0%,19.5%,70.6%,15.1%,28.6%,0.0%,9.3%,25.0%,11.4%,16.7%,60,69
2019 Sophia Antipolis CH R32,W vs Haase,25.9%,66.7%,24.6%,71.4%,33.3%,73.3%,0.0%,32.0%,70.0%,9.2%,0.0%,134,74
2019 Sophia Antipolis CH R64,W vs Crepatte,20.0%,84.6%,25.0%,76.7%,22.0%,42.9%,0.0%,18.9%,38.5%,13.1%,31.8%,96,92
2017 Roland Garros R128,L vs Monfils,16.5%,57.1%,22.7%,62.5%,17.4%,11.1%,25.0%,10.5%,14.3%,10.1%,31.6%,141,104
2017 Doha R16,L vs Tsonga,11.6%,100.0%,25.3%,47.6%,3.3%,0.0%,0.0%,19.0%,37.5%,1.3%,0.0%,35,25
2016 Wroclaw CH QF,W vs Olivetti,82.8%,79.2%,25.7%,77.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-,136,278
2016 Montpellier R16,W vs Simon,17.8%,87.5%,22.0%,76.9%,6.0%,0.0%,0.0%,26.3%,60.0%,8.3%,41.7%,136,142
2016 Doha R32,L vs Djokovic,5.5%,100.0%,20.0%,52.6%,4.9%,40.0%,0.0%,7.9%,22.2%,2.4%,33.3%,19,14
2015 Fairfield CH SF,W vs Tiafoe,86.4%,59.6%,43.1%,60.0%,22.2%,0.0%,50.0%,26.3%,100.0%,4.1%,20.0%,25,91
2015 Wimbledon R64,W vs Nadal,79.2%,70.2%,44.2%,70.0%,12.0%,20.0%,0.0%,18.2%,20.0%,10.5%,18.8%,146,122
2015 Halle R32,W vs Haider Maurer,66.7%,71.4%,35.0%,68.3%,0.0%,0.0%,0.0%,55.6%,100.0%,7.8%,60.0%,229,258
2015 Stuttgart R32,L vs Janowicz,47.2%,45.2%,29.9%,57.8%,34.6%,40.0%,0.0%,14.3%,20.0%,5.9%,33.3%,109,57
2015 Stuttgart Q3,W vs Berrer,51.5%,73.5%,36.6%,69.8%,15.0%,0.0%,0.0%,7.1%,16.7%,6.3%,0.0%,130,135
2014 Halle R16,W vs Nadal,75.0%,76.7%,35.7%,74.3%,60.0%,33.3%,0.0%,33.3%,0.0%,2.5%,0.0%,316,275
2014 Halle R32,W vs Kuznetsov,81.1%,70.0%,36.0%,68.3%,28.6%,100.0%,0.0%,40.0%,100.0%,1.4%,100.0%,102,237
Career (21 matches),,52.0%,66.9%,33.6%,66.4%,18.0%,28.9%,13.3%,16.2%,33.6%,7.1%,25.1%,108,107
