Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,290,158,132,54.5%,346-317,52.2%,3084-3028,50.5%,33-22,60.0%,185,-,-,0.7%,3.8%,69.4%,58.4%,44.3%,54.1%,45.4%,49.7%,0.99
Clay,94,49,45,52.1%,110-104,51.4%,1020-996,50.6%,11-6,64.7%,67,-,-,0.9%,2.4%,73.4%,57.4%,45.2%,54.1%,46.0%,50.1%,1.00
Grass,46,24,22,52.2%,53-50,51.5%,504-481,51.2%,5-5,50.0%,35,-,-,0.7%,2.4%,71.7%,63.2%,46.6%,58.5%,42.1%,50.4%,1.01
Carpet,7,3,4,42.9%,7-8,46.7%,74-66,52.9%,0-1,0.0%,2,-,-,0.0%,1.9%,74.1%,63.7%,39.3%,57.4%,42.0%,50.5%,0.99
Grand Slams,92,52,40,56.5%,113-98,53.6%,996-968,50.7%,13-3,81.3%,70,-,-,0.9%,3.7%,69.6%,60.0%,44.5%,55.3%,45.0%,50.1%,1.01
Premiers,142,65,77,45.8%,156-179,46.6%,1525-1619,48.5%,18-15,54.5%,110,-,-,0.7%,3.1%,70.4%,57.8%,45.0%,54.0%,44.8%,49.4%,0.97
Internationals,129,80,49,62.0%,166-119,58.2%,1399-1229,53.2%,11-10,52.4%,73,-,-,0.7%,3.3%,72.1%,60.4%,46.7%,56.6%,46.6%,51.6%,1.07
Finals,7,4,3,57.1%,6-8,42.9%,64-64,50.0%,0-1,0.0%,4,-,-,0.3%,2.8%,78.0%,57.0%,41.3%,53.5%,42.3%,48.3%,0.91
Semi-finals,18,7,11,38.9%,15-24,38.5%,182-203,47.3%,2-3,40.0%,12,-,-,0.3%,1.9%,74.3%,57.2%,45.3%,54.2%,42.2%,48.3%,0.92
Quarter-finals,33,18,15,54.5%,42-38,52.5%,364-366,49.9%,5-1,83.3%,21,-,-,1.0%,3.6%,74.1%,60.4%,47.7%,57.2%,43.1%,50.2%,1.01
vs Righties,402,214,188,53.2%,471-441,51.6%,4306-4213,50.5%,45-33,57.7%,267,-,-,0.7%,3.3%,70.8%,58.6%,45.0%,54.6%,45.2%,49.9%,1.00
vs Lefties,27,12,15,44.4%,29-35,45.3%,271-299,47.5%,3-1,75.0%,20,-,-,1.0%,3.9%,68.5%,60.8%,41.6%,54.7%,43.1%,48.9%,0.95
vs Top 10,47,12,35,25.5%,29-73,28.4%,412-575,41.7%,4-7,36.4%,39,-,-,0.6%,3.5%,70.4%,55.9%,42.7%,52.0%,40.5%,46.3%,0.84
