Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,26,15,11,57.7%,5,3,2,60.0%,2003,2015,SF,22,1.00,0.6%,4.6%,69.2%,58.6%,45.3%,54.5%,45.4%,55.2%,55.8%
Roland Garros,12,Clay,29,17,12,58.6%,6,4,2,66.7%,2003,2014,R16,18,1.02,1.4%,3.1%,70.1%,58.4%,42.7%,53.7%,47.4%,49.3%,46.5%
Wimbledon,9,Grass,22,13,9,59.1%,5,4,1,80.0%,2004,2014,SF,16,0.99,1.0%,2.6%,70.3%,63.1%,47.0%,58.3%,41.4%,59.5%,39.8%
US Open,12,Hard,26,14,12,53.8%,5,4,1,80.0%,2002,2014,R32,14,1.01,0.4%,4.3%,68.9%,60.6%,42.4%,54.9%,45.4%,47.2%,44.4%
Olympics,3,,5,2,3,40.0%,2,0,2,0.0%,2004,2012,R16,1,0.82,0.0%,2.1%,70.5%,64.2%,46.4%,58.9%,33.7%,81.8%,20.0%
Fed Cup,7,,23,16,7,69.6%,3,2,1,66.7%,2002,2012,,0,,,,,,,,,,
Miami,10,Hard,24,14,10,58.3%,4,3,1,75.0%,2004,2014,QF,21,0.99,1.2%,3.3%,69.5%,58.0%,44.5%,53.9%,45.5%,52.1%,48.9%
Dubai,9,Hard,25,16,9,64.0%,4,3,1,75.0%,2004,2013,R16,13,0.96,0.3%,4.1%,67.8%,58.6%,42.0%,53.2%,44.9%,47.0%,47.4%
Indian Wells,9,Hard,16,7,9,43.8%,2,2,0,100.0%,2006,2014,QF,16,0.94,1.1%,4.2%,66.5%,56.7%,42.3%,51.9%,45.4%,49.7%,46.4%
Rome,9,Clay,14,4,10,28.6%,5,2,3,40.0%,2004,2014,R16,11,0.90,0.4%,1.7%,74.3%,51.6%,47.2%,50.5%,44.8%,52.5%,41.7%
Doha,8,Hard,15,7,8,46.7%,0,0,0,-,2003,2013,QF,5,0.76,0.7%,3.7%,67.4%,55.7%,38.8%,50.2%,37.7%,36.6%,30.0%
Beijing,8,Hard,14,6,8,42.9%,4,1,3,25.0%,2004,2013,SF,7,0.96,0.6%,4.2%,70.0%,57.1%,41.0%,52.3%,46.0%,50.8%,53.8%
