Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2014 US Open R128,L vs Peng,82.1,86.5,3.1,,,94,79,74.1,3.6,,,81,69
2014 Wimbledon R64,L vs Ivanovic,86.5,89.0,2.6,,,94,84,79.4,4.3,,,87,72
2014 Australian Open R32,L vs Dellacqua,82.1,,,,,100,,,,,,,70
2014 Australian Open R64,W vs Keys,82.6,,,,,107,,,,,,,66
2013 US Open R32,L vs Suarez Navarro,83.1,,,,,102,,,,,,,71
2013 US Open R64,W vs Williams,83.1,,,,,103,,,,,,,69
2013 Roland Garros R32,L vs Sharapova,87.2,,,,,99,,,,,,,72
2013 Australian Open R32,L vs Goerges,82.0,,,,,99,,,,,,,71
2013 Australian Open R64,W vs Stosur,82.2,,,,,100,,,,,,,66
2013 Australian Open R128,W vs Zhang,81.5,,,,,103,,,,,,,63
2012 US Open R32,L vs Azarenka,85.3,,,,,102,,,,,,,71
2012 US Open R64,W vs Rybarikova,84.3,,,,,100,,,,,,,66
2012 US Open R128,W vs Razzano,85.4,,,,,103,,,,,,,66
2012 Wimbledon R32,L vs Williams,86.3,,,,,101,,,,,,,70
2012 Roland Garros R64,L vs Wozniak,82.2,,,,,98,,,,,,,70
2012 Roland Garros R128,W vs Cornet,83.7,,,,,101,,,,,,,69
2012 Australian Open R16,L vs Errani,85.1,,,,,103,,,,,,,64
2012 Australian Open R32,W vs Bartoli,86.9,,,,,103,,,,,,,72
2012 Australian Open R64,W vs Vinci,84.2,,,,,101,,,,,,,65
2012 Australian Open R128,W vs Keys,90.2,,,,,103,,,,,,,75
Career (22 matches),,84.0,86.3,3.2,,,107,77,75.2,3.4,,,87,63
