Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2014 sHertogenbosch F,L vs Vandeweghe,46.8%,31.8%,4.3%,0/2,2.67,5.6%,35.7%,10.0%,3.6%,2.71,6.3%,80.0%,50.0%,6.7%,2.42,0.0%
2014 Australian Open R32,L vs Dellacqua,68.0%,38.2%,6.0%,0/3,2.63,0.0%,72.4%,42.9%,3.4%,2.70,0.0%,72.2%,30.8%,11.1%,2.46,0.0%
2010 Australian Open SF,L vs Henin,55.6%,35.0%,8.3%,2/1,2.67,0.0%,47.4%,33.3%,0.0%,2.76,0.0%,78.6%,36.4%,21.4%,2.14,0.0%
2008 Wimbledon SF,L vs Williams,43.3%,57.7%,11.7%,2/5,2.86,0.0%,36.8%,35.7%,5.3%,2.80,0.0%,57.1%,83.3%,23.8%,2.97,0.0%
Career (4 matches),,52.8%,41.2%,7.8%,26.7%,2.73,1.1%,47.4%,33.3%,3.5%,2.75,1.5%,70.6%,50.0%,16.2%,2.66,0.0%
