Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2014 sHertogenbosch F,L vs Vandeweghe,24.5%,28.3%,44.4%,25.6%,30.2%,46.9%,13.6%,14.3%,25.0%,33.3%,33.3%,25.0%,0.0%,20.0%,100.0%,169
2014 Australian Open R32,L vs Dellacqua,13.6%,22.0%,46.7%,16.2%,24.3%,38.7%,33.3%,9.1%,16.7%,12.5%,25.0%,64.3%,10.0%,16.7%,0.0%,-9
2010 Australian Open SF,L vs Henin,9.5%,11.9%,27.0%,5.9%,8.8%,31.3%,16.7%,50.0%,62.5%,28.6%,28.6%,0.0%,50.0%,60.0%,-,47
2008 Wimbledon SF,L vs Williams,22.2%,28.4%,45.2%,20.8%,28.3%,54.8%,52.2%,23.3%,20.0%,25.9%,29.6%,25.0%,41.7%,6.7%,0.0%,-61
Career (4 matches),,18.3%,23.8%,41.7%,18.0%,24.0%,43.8%,29.5%,22.5%,34.8%,23.2%,28.6%,34.9%,28.0%,19.4%,16.7%,63
