Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,23,18,56.1%,51-42,54.8%,435-399,52.2%,2-7,22.2%,41,60.5%,45.0%,3.0%,9.2%,59.3%,61.5%,43.0%,54.0%,47.7%,50.8%,1.04
Clay,8,2,6,25.0%,6-13,31.6%,76-92,45.2%,0-0,-,8,58.9%,33.8%,2.4%,12.7%,55.2%,63.7%,40.3%,53.2%,42.9%,47.9%,0.92
Finals,3,1,2,33.3%,3-4,42.9%,26-33,44.1%,0-0,-,2,72.7%,31.8%,3.8%,9.1%,61.4%,70.4%,45.1%,60.6%,44.1%,51.5%,1.12
Semi-finals,4,3,1,75.0%,6-3,66.7%,44-43,50.6%,1-0,100.0%,4,55.3%,44.7%,3.0%,7.9%,59.8%,58.5%,43.0%,52.3%,48.5%,50.4%,1.02
Quarter-finals,6,4,2,66.7%,9-7,56.3%,82-70,53.9%,2-3,40.0%,6,62.3%,47.1%,4.5%,8.8%,57.8%,61.9%,46.9%,55.6%,48.5%,51.9%,1.09
vs Righties,22,12,10,54.5%,26-25,51.0%,233-229,50.4%,2-3,40.0%,21,59.3%,43.9%,2.5%,8.9%,57.3%,61.6%,42.7%,53.5%,47.1%,50.3%,1.01
vs Lefties,7,4,3,57.1%,9-7,56.3%,85-71,54.5%,1-3,25.0%,7,66.2%,44.0%,3.5%,10.3%,58.2%,62.8%,46.1%,55.8%,47.9%,52.0%,1.08
