Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R32,L vs Korda,69.2%,54.2%,10.6%,4/7,2.20,7.6%,62.5%,48.9%,9.7%,2.26,12.2%,84.4%,63.0%,12.5%,2.12,0.0%
2026 Miami R64,W vs Fonseca,68.7%,54.3%,1.5%,1/0,2.01,30.0%,69.0%,48.3%,2.4%,2.11,41.4%,73.9%,64.7%,0.0%,1.77,0.0%
2026 Indian Wells SF,L vs Medvedev,72.0%,44.4%,5.3%,3/1,2.13,11.6%,66.7%,53.3%,8.9%,2.33,18.5%,80.0%,33.3%,0.0%,1.81,0.0%
2026 Indian Wells R16,W vs Ruud,75.9%,60.0%,1.3%,0/1,2.64,44.8%,69.2%,52.8%,0.0%,2.53,65.0%,88.9%,70.8%,3.7%,2.89,0.0%
2026 Indian Wells R64,W vs Dimitrov,64.6%,51.6%,8.3%,1/3,2.18,44.8%,62.1%,38.9%,10.3%,2.31,45.0%,92.9%,69.2%,7.1%,1.94,44.4%
2026 Doha F,W vs Fils,81.4%,68.6%,0.0%,0/0,2.21,16.7%,77.4%,70.8%,0.0%,2.23,21.4%,91.7%,63.6%,0.0%,2.13,0.0%
2026 Doha QF,W vs Khachanov,71.2%,45.6%,6.3%,3/4,2.20,11.6%,68.4%,42.6%,6.3%,2.28,16.7%,83.3%,52.0%,6.7%,2.03,0.0%
2026 Australian Open F,W vs Djokovic,75.6%,48.4%,4.1%,3/2,2.31,9.9%,76.5%,44.6%,4.7%,2.18,16.3%,77.8%,57.1%,2.8%,2.50,0.0%
2026 Australian Open SF,W vs Zverev,64.7%,49.3%,1.9%,4/0,1.89,4.5%,60.4%,47.8%,2.0%,1.91,6.1%,81.5%,52.3%,1.9%,1.86,2.0%
2026 Australian Open QF,W vs De Minaur,80.6%,62.7%,2.2%,2/0,2.26,1.8%,78.4%,52.5%,0.0%,2.27,3.3%,83.3%,74.3%,4.8%,2.26,0.0%
2026 Australian Open R32,W vs Moutet,80.6%,58.7%,5.4%,5/0,2.03,48.1%,84.2%,56.3%,3.5%,2.16,57.9%,87.1%,63.0%,9.7%,1.70,25.0%
2025 Tour Finals F,L vs Sinner,64.1%,36.0%,3.8%,1/2,2.40,3.7%,58.1%,28.0%,0.0%,2.35,5.7%,83.3%,44.0%,10.0%,2.47,0.0%
2025 Tour Finals SF,W vs Auger Aliassime,75.4%,53.5%,3.5%,1/1,2.20,17.6%,68.3%,60.7%,2.4%,2.03,25.0%,100.0%,40.0%,6.7%,2.56,0.0%
2025 Tour Finals RR,W vs Musetti,66.1%,67.6%,1.8%,0/1,2.21,44.7%,63.9%,73.9%,0.0%,2.02,56.5%,70.0%,57.1%,5.0%,2.47,26.7%
2025 Tour Finals RR,W vs Fritz,66.7%,52.6%,4.4%,0/5,2.82,6.5%,64.0%,47.3%,1.2%,2.75,11.3%,80.8%,66.7%,15.4%,2.93,0.0%
2025 Tour Finals RR,W vs De Minaur,70.7%,65.9%,3.4%,1/1,2.51,10.2%,64.5%,55.0%,6.5%,2.41,15.6%,77.8%,76.2%,0.0%,2.71,0.0%
2025 Paris R32,L vs Norrie,76.1%,37.1%,6.5%,3/3,2.10,10.8%,75.0%,28.2%,9.6%,2.11,18.9%,79.5%,48.4%,2.6%,2.09,0.0%
2025 Tokyo F,W vs Fritz,68.2%,55.6%,3.0%,1/1,2.49,4.5%,66.7%,46.2%,2.6%,2.57,8.0%,79.2%,68.4%,4.2%,2.39,0.0%
2025 Tokyo SF,W vs Ruud,63.3%,50.9%,3.3%,1/2,2.28,32.7%,59.4%,52.6%,3.1%,2.38,52.9%,79.2%,47.4%,4.2%,2.13,0.0%
2025 Tokyo QF,W vs Nakashima,73.4%,57.4%,0.0%,0/0,2.38,17.1%,69.6%,43.8%,0.0%,2.40,22.7%,83.3%,86.7%,0.0%,2.35,7.7%
Career (261 matches),,70.7%,53.1%,3.8%,50.2%,2.23,9.8%,69.2%,49.1%,3.6%,2.21,13.7%,81.4%,59.5%,4.7%,2.28,3.1%
