Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,22,18,4,81.8%,14,7,7,50.0%,2021,2026,W,22,1.34,7.8%,3.0%,65.1%,74.5%,58.5%,68.9%,41.8%,60.0%,41.8%
Roland Garros,6,Clay,32,28,4,87.5%,14,9,5,64.3%,2020,2025,W,32,1.29,3.8%,2.3%,66.7%,69.5%,58.0%,65.7%,44.4%,59.8%,43.8%
Wimbledon,5,Grass,27,24,3,88.9%,16,11,5,68.8%,2021,2025,W,27,1.21,8.5%,3.8%,62.9%,74.9%,55.1%,67.5%,39.2%,68.3%,37.9%
US Open,5,Hard,27,24,3,88.9%,12,7,5,58.3%,2021,2025,W,27,1.29,5.3%,2.6%,64.6%,72.5%,59.0%,67.7%,41.8%,64.2%,41.8%
Olympics,1,,6,5,1,83.3%,4,2,2,50.0%,2024,2024,F,6,1.35,6.2%,2.1%,68.6%,74.4%,57.0%,68.9%,42.0%,88.2%,37.0%
Davis Cup,2,,6,5,1,83.3%,4,3,1,75.0%,2022,2024,,4,1.83,10.4%,1.9%,60.4%,83.6%,67.9%,77.4%,41.4%,80.0%,40.0%
Miami Masters,6,Hard,19,14,5,73.7%,6,5,1,83.3%,2021,2026,W,19,1.20,5.3%,3.1%,66.7%,73.7%,51.9%,66.4%,40.4%,66.3%,42.7%
Indian Wells Masters,6,Hard,28,24,4,85.7%,8,5,3,62.5%,2021,2026,W,28,1.42,4.8%,3.3%,65.6%,74.6%,57.8%,68.9%,44.2%,68.3%,44.1%
Doha,2,Hard,8,7,1,87.5%,3,2,1,66.7%,2025,2026,W,8,1.33,6.4%,2.3%,71.9%,73.0%,57.9%,68.7%,41.5%,71.4%,41.4%
Tour Finals,3,Hard,12,7,5,58.3%,6,3,3,50.0%,2023,2025,F,12,1.09,9.1%,1.8%,69.5%,73.7%,55.2%,68.0%,35.0%,67.3%,34.3%
Paris Masters,5,Hard,10,5,5,50.0%,3,2,1,66.7%,2021,2025,QF,10,1.07,6.2%,3.5%,62.3%,72.9%,53.3%,65.5%,36.9%,60.0%,41.7%
Laver Cup,2,Hard,4,3,1,75.0%,0,0,0,-,2024,2025,W,4,1.24,1.4%,1.4%,71.1%,73.3%,54.1%,67.8%,40.1%,68.8%,37.9%
