Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Miami R32,L vs Korda,27.7%,38.3%,48.5%,34.5%,35.9%,48.4%,53.7%,45.9%,30.8%,50.0%,33.3%,10.7%,17.9%,40.0%,-8
2026 Miami R64,W vs Fonseca,31.7%,60.3%,62.5%,44.6%,34.1%,68.2%,69.0%,52.5%,35.0%,54.2%,100.0%,31.3%,50.0%,45.5%,160
2026 Indian Wells SF,L vs Medvedev,27.4%,37.1%,53.5%,36.3%,30.8%,43.6%,55.6%,44.9%,81.3%,52.2%,100.0%,23.8%,28.6%,50.0%,53
2026 Indian Wells R16,W vs Ruud,36.2%,48.9%,75.9%,48.1%,37.5%,50.0%,85.0%,55.0%,50.0%,45.0%,-,35.7%,50.0%,55.6%,22
2026 Indian Wells R64,W vs Dimitrov,36.7%,57.1%,65.5%,46.5%,42.9%,60.0%,60.0%,56.6%,38.9%,41.2%,-,25.0%,58.3%,77.8%,118
2026 Doha F,W vs Fils,42.4%,48.5%,77.8%,49.1%,48.1%,55.6%,78.6%,56.3%,45.5%,31.3%,-,20.0%,20.0%,75.0%,65
2026 Doha QF,W vs Khachanov,22.0%,44.0%,68.1%,34.9%,26.2%,47.7%,68.8%,44.3%,50.0%,40.5%,-,12.5%,37.5%,66.7%,9
2026 Australian Open F,W vs Djokovic,26.7%,39.6%,61.1%,36.9%,33.3%,50.0%,65.9%,48.9%,50.0%,29.4%,66.7%,15.2%,21.2%,53.6%,7
2026 Australian Open SF,W vs Zverev,26.7%,44.9%,60.6%,35.7%,32.2%,52.9%,61.0%,46.0%,56.6%,47.1%,33.3%,18.0%,32.8%,60.0%,36
2026 Australian Open QF,W vs De Minaur,28.9%,36.1%,57.1%,33.6%,37.5%,43.8%,63.3%,45.6%,25.0%,37.5%,0.0%,18.8%,28.1%,50.0%,51
2026 Australian Open R32,W vs Moutet,20.8%,37.5%,58.9%,35.3%,23.1%,42.3%,65.0%,43.1%,37.9%,26.1%,50.0%,15.8%,26.3%,43.8%,-3
2025 Tour Finals F,L vs Sinner,25.0%,41.7%,57.4%,35.1%,28.6%,51.0%,62.9%,43.5%,55.0%,41.4%,0.0%,17.4%,21.7%,47.4%,-79
2025 Tour Finals SF,W vs Auger Aliassime,31.4%,54.9%,64.7%,43.1%,36.8%,68.4%,70.8%,52.6%,53.3%,43.5%,-,16.7%,16.7%,50.0%,37
2025 Tour Finals RR,W vs Musetti,24.0%,48.0%,68.4%,35.6%,34.3%,57.1%,78.3%,50.9%,47.4%,50.0%,0.0%,0.0%,26.7%,53.3%,-118
2025 Tour Finals RR,W vs Fritz,23.4%,37.5%,57.3%,31.3%,31.7%,48.8%,62.5%,43.9%,38.9%,41.3%,60.0%,9.1%,18.2%,50.0%,-22
2025 Tour Finals RR,W vs De Minaur,27.8%,40.3%,49.0%,33.6%,31.9%,44.7%,43.8%,40.9%,38.1%,42.3%,100.0%,22.7%,36.4%,58.8%,102
2025 Paris R32,L vs Norrie,29.5%,43.2%,47.7%,35.6%,36.2%,50.0%,43.2%,46.2%,36.0%,24.2%,20.0%,20.0%,34.3%,53.6%,3
2025 Tokyo F,W vs Fritz,25.4%,39.7%,56.8%,31.1%,37.5%,52.5%,64.0%,46.5%,33.3%,31.8%,50.0%,5.0%,20.0%,47.4%,-70
2025 Tokyo SF,W vs Ruud,28.7%,45.0%,60.0%,36.6%,33.3%,51.0%,67.6%,45.7%,36.0%,53.8%,100.0%,22.2%,37.0%,47.6%,25
2025 Tokyo QF,W vs Nakashima,20.0%,48.9%,80.0%,35.1%,26.7%,60.0%,77.3%,49.3%,38.5%,47.1%,-,7.1%,28.6%,84.6%,-45
Career (261 matches),,26.8%,40.5%,56.7%,34.8%,32.2%,48.3%,59.1%,44.5%,48.3%,48.5%,50.6%,18.2%,28.4%,52.6%,54
