Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami Masters R32,L vs Korda,33,21,1.6,16.7%,10.6%,31,19,1.6,17.0%,10.4%,9.9%,5.5%,1.3,16.7%,13.1%
2026 Miami Masters R64,W vs Fonseca,35,25,1.4,26.9%,19.2%,27,22,1.2,24.1%,19.6%,14.3%,3.6%,1.2,20.0%,16.2%
2026 Indian Wells Masters SF,L vs Medvedev,33,26,1.3,24.1%,19.0%,31,24,1.3,24.0%,18.6%,13.2%,3.9%,1.6,21.9%,13.9%
2026 Indian Wells Masters R16,W vs Ruud,39,18,2.2,31.0%,14.3%,32,17,1.9,29.1%,15.5%,14.5%,10.0%,1.1,20.6%,19.0%
2026 Indian Wells Masters R64,W vs Dimitrov,22,11,2.0,22.7%,11.3%,16,9,1.8,19.3%,10.8%,15.7%,1.2%,0.6,11.3%,18.6%
2026 Doha F,W vs Fils,19,8,2.4,25.0%,10.5%,14,7,2.0,20.0%,10.0%,12.9%,5.7%,0.2,5.3%,25.0%
2026 Doha QF,W vs Khachanov,45,32,1.4,22.3%,15.8%,37,30,1.2,19.9%,16.1%,7.5%,10.8%,0.7,8.9%,12.4%
2026 Australian Open F,W vs Djokovic,35,27,1.3,15.6%,12.1%,26,25,1.0,12.6%,12.1%,10.1%,2.4%,0.7,13.8%,19.2%
2026 Australian Open SF,W vs Zverev,74,73,1.0,18.8%,18.5%,62,68,0.9,17.5%,19.2%,13.0%,4.5%,0.9,13.2%,14.5%
2026 Australian Open QF,W vs De Minaur,26,35,0.7,14.8%,19.9%,21,32,0.7,12.6%,19.2%,7.2%,5.4%,0.4,8.5%,22.7%
2026 Australian Open R32,W vs Moutet,30,20,1.5,18.2%,12.1%,26,19,1.4,16.8%,12.3%,11.0%,5.2%,0.6,10.3%,18.2%
2025 Tour Finals F,L vs Sinner,41,32,1.3,27.3%,21.3%,36,32,1.1,27.3%,24.2%,16.7%,1.5%,1.5,24.7%,16.0%
2025 Tour Finals SF,W vs Auger Aliassime,35,15,2.3,32.4%,13.9%,30,14,2.1,31.3%,14.6%,15.6%,4.2%,1.0,19.4%,19.4%
2025 Tour Finals RR,W vs De Minaur,33,24,1.4,25.4%,18.5%,28,21,1.3,23.7%,17.8%,14.4%,8.5%,1.0,9.2%,9.2%
2025 Tour Finals RR,W vs Fritz,47,33,1.4,19.4%,13.6%,38,31,1.2,17.8%,14.6%,10.8%,6.6%,1.2,16.1%,13.6%
2025 Tour Finals RR,W vs Musetti,35,22,1.6,33.0%,20.8%,33,22,1.5,32.7%,21.8%,18.8%,4.0%,0.9,17.0%,17.9%
2025 Paris Masters R32,L vs Norrie,33,38,0.9,17.6%,20.3%,25,36,0.7,14.5%,20.8%,11.0%,3.5%,0.9,9.1%,9.6%
2025 Tokyo F,W vs Fritz,40,21,1.9,31.0%,16.3%,34,18,1.9,30.6%,16.2%,14.4%,7.2%,1.4,23.3%,16.3%
2025 Tokyo SF,W vs Ruud,51,31,1.6,30.0%,18.2%,40,29,1.4,27.0%,19.6%,14.2%,7.4%,1.5,25.3%,17.1%
2025 Tokyo QF,W vs Nakashima,46,16,2.9,42.2%,14.7%,44,15,2.9,42.7%,14.6%,24.3%,12.6%,1.9,21.1%,11.0%
Career (273 matches),,8989,7508,1.2,19.6%,16.4%,7725,6850,1.1,18.5%,16.4%,11.5%,4.4%,0.8,13.6%,17.1%
