Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,46,40,6,87.0%,95-22,81.2%,680-461,59.6%,10-7,58.8%,46,90.1%,29.5%,7.7%,2.7%,66.1%,75.5%,57.5%,69.4%,41.1%,54.5%,1.34
Clay,23,22,1,95.7%,50-12,80.6%,359-233,60.6%,9-2,81.8%,23,83.3%,37.0%,2.8%,2.9%,66.3%,68.8%,56.9%,64.8%,44.9%,54.6%,1.27
Grass,12,11,1,91.7%,29-10,74.4%,227-172,56.9%,2-4,33.3%,12,91.4%,22.6%,12.4%,4.3%,61.6%,78.9%,56.5%,70.3%,37.5%,53.6%,1.26
Grand Slams,28,27,1,96.4%,81-18,81.8%,581-381,60.4%,11-5,68.8%,28,90.4%,29.9%,7.5%,2.9%,64.2%,75.7%,59.3%,69.8%,41.1%,54.9%,1.36
Masters,26,22,4,84.6%,45-15,75.0%,335-240,58.3%,5-2,71.4%,26,84.3%,32.8%,5.9%,3.7%,64.8%,70.8%,54.8%,65.2%,43.1%,53.8%,1.24
Other Tours,22,20,2,90.9%,40-8,83.3%,283-197,59.0%,4-4,50.0%,22,89.0%,29.2%,8.0%,2.9%,67.7%,75.0%,55.9%,68.8%,41.3%,54.4%,1.32
Best of 5,28,27,1,96.4%,81-18,81.8%,581-381,60.4%,11-5,68.8%,28,90.4%,29.9%,7.5%,2.9%,64.2%,75.7%,59.3%,69.8%,41.1%,54.9%,1.36
Best of 3,53,46,7,86.8%,93-26,78.2%,685-485,58.5%,10-8,55.6%,53,86.9%,30.6%,6.9%,3.2%,66.2%,72.9%,55.3%,66.9%,42.0%,54.0%,1.27
Finals,12,9,3,75.0%,20-13,60.6%,180-146,55.2%,3-4,42.9%,12,86.4%,26.5%,8.6%,2.8%,63.0%,74.2%,56.1%,67.5%,39.3%,52.9%,1.21
Semi-finals,13,12,1,92.3%,27-7,79.4%,203-155,56.7%,7-3,70.0%,13,88.4%,25.4%,7.8%,3.0%,64.4%,74.5%,58.6%,68.9%,40.0%,53.5%,1.28
Quarter-finals,12,12,0,100.0%,28-3,90.3%,187-111,62.8%,0-1,0.0%,12,90.7%,34.7%,6.9%,3.8%,66.0%,77.8%,55.9%,70.4%,42.9%,55.8%,1.45
vs Righties,72,65,7,90.3%,151-41,78.6%,1116-779,58.9%,20-13,60.6%,72,88.3%,29.6%,7.3%,3.1%,65.1%,74.4%,57.2%,68.4%,41.2%,54.3%,1.30
vs Lefties,8,7,1,87.5%,20-3,87.0%,132-78,62.9%,1-0,100.0%,8,90.6%,35.0%,6.3%,2.9%,67.1%,72.7%,57.1%,67.6%,43.4%,55.3%,1.34
vs Top 10,22,19,3,86.4%,44-16,73.3%,348-268,56.5%,9-5,64.3%,22,86.9%,27.0%,6.9%,3.0%,62.4%,74.1%,55.6%,67.1%,39.7%,53.1%,1.21
