Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R32,L vs Korda,0.0%,-,5.1%,90.0%,22.6%,14.3%,18.2%,13.0%,50.0%,1.4%,25.0%,-21,-15
2026 Miami R64,W vs Fonseca,1.8%,100.0%,11.5%,66.7%,30.2%,43.8%,0.0%,11.6%,16.7%,2.8%,20.0%,89,60
2026 Indian Wells SF,L vs Medvedev,8.3%,80.0%,11.7%,75.0%,18.7%,21.4%,16.7%,11.3%,16.7%,3.8%,33.3%,14,-27
2026 Indian Wells R16,W vs Ruud,7.5%,100.0%,15.9%,85.0%,20.0%,14.3%,33.3%,16.4%,42.9%,2.6%,20.0%,59,30
2026 Indian Wells R64,W vs Dimitrov,9.3%,75.0%,14.4%,85.7%,26.1%,40.0%,33.3%,4.2%,14.3%,1.7%,0.0%,4,44
2026 Doha F,W vs Fils,3.6%,0.0%,10.5%,87.5%,20.8%,15.4%,25.0%,9.4%,33.3%,1.5%,50.0%,-35,9
2026 Doha QF,W vs Khachanov,9.6%,75.0%,15.8%,75.0%,20.7%,25.0%,40.0%,16.0%,37.0%,3.9%,30.8%,28,16
2026 Australian Open F,W vs Djokovic,0.0%,-,9.4%,76.2%,16.9%,20.0%,14.3%,9.2%,35.7%,2.6%,60.0%,-58,-36
2026 Australian Open SF,W vs Zverev,2.3%,50.0%,10.7%,71.4%,22.7%,44.9%,0.0%,12.9%,34.8%,4.9%,28.6%,70,54
2026 Australian Open QF,W vs De Minaur,2.6%,50.0%,11.9%,76.2%,15.6%,26.1%,0.0%,6.8%,7.7%,2.0%,28.6%,-27,5
2026 Australian Open R32,W vs Moutet,8.8%,50.0%,28.5%,66.0%,17.5%,19.2%,17.6%,10.5%,20.0%,1.6%,75.0%,15,8
2025 Tour Finals F,L vs Sinner,9.0%,66.7%,10.7%,50.0%,21.7%,29.4%,0.0%,4.7%,16.7%,1.3%,33.3%,41,-9
2025 Tour Finals SF,W vs Auger Aliassime,21.7%,80.0%,13.9%,66.7%,37.5%,33.3%,50.0%,10.5%,36.4%,1.4%,0.0%,45,-8
2025 Tour Finals RR,W vs Musetti,14.6%,85.7%,20.8%,95.5%,20.6%,23.5%,16.7%,9.5%,9.1%,2.4%,25.0%,100,40
2025 Tour Finals RR,W vs Fritz,7.6%,88.9%,13.2%,93.8%,22.3%,41.4%,0.0%,12.9%,29.4%,4.3%,28.6%,56,30
2025 Tour Finals RR,W vs De Minaur,4.5%,100.0%,16.2%,71.4%,16.3%,16.7%,0.0%,18.0%,50.0%,2.6%,33.3%,36,39
2025 Paris R32,L vs Norrie,3.4%,33.3%,17.6%,60.6%,19.8%,27.6%,11.1%,9.4%,14.3%,2.5%,14.3%,47,53
2025 Tokyo F,W vs Fritz,5.3%,66.7%,9.3%,66.7%,17.8%,25.0%,25.0%,8.2%,15.0%,4.6%,55.6%,16,-9
2025 Tokyo SF,W vs Ruud,10.1%,85.7%,14.7%,64.0%,23.3%,15.0%,20.0%,12.5%,30.8%,5.4%,36.4%,108,46
2025 Tokyo QF,W vs Nakashima,4.7%,50.0%,13.8%,73.3%,37.1%,57.1%,25.0%,20.5%,31.3%,2.7%,40.0%,111,43
Career (261 matches),,6.1%,75.8%,12.5%,72.1%,17.4%,23.3%,12.9%,8.8%,25.0%,3.1%,40.3%,10,9
