Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,203,159,44,78.3%,368-137,72.9%,2817-2094,57.4%,49-36,57.6%,201,86.1%,29.3%,6.3%,2.9%,65.1%,73.3%,57.0%,67.6%,40.9%,53.6%,1.26
Clay,116,98,18,84.5%,230-76,75.2%,1709-1198,58.8%,32-16,66.7%,116,81.2%,36.1%,3.2%,2.8%,66.1%,69.3%,54.8%,64.4%,44.0%,53.9%,1.24
Grass,39,35,4,89.7%,96-32,75.0%,726-551,56.9%,13-8,61.9%,39,88.0%,25.0%,9.0%,3.8%,63.1%,75.7%,55.4%,68.2%,38.9%,53.2%,1.22
Grand Slams,104,91,13,87.5%,277-90,75.5%,2062-1450,58.7%,34-21,61.8%,104,85.8%,31.4%,6.3%,3.0%,64.8%,72.7%,57.5%,67.3%,41.7%,54.0%,1.28
Masters,115,89,26,77.4%,192-73,72.5%,1481-1113,57.1%,29-18,61.7%,115,84.7%,29.6%,5.4%,3.4%,64.6%,72.1%,55.6%,66.3%,41.4%,53.3%,1.23
Other Tours,125,102,23,81.6%,205-72,74.0%,1538-1139,57.5%,26-17,60.5%,125,83.1%,32.1%,4.9%,2.8%,66.1%,71.8%,54.3%,65.9%,42.1%,53.6%,1.23
Best of 5,104,91,13,87.5%,277-90,75.5%,2062-1450,58.7%,34-21,61.8%,104,85.8%,31.4%,6.3%,3.0%,64.8%,72.7%,57.5%,67.3%,41.7%,54.0%,1.28
Best of 3,254,201,53,79.1%,417-155,72.9%,3190-2393,57.1%,60-39,60.6%,252,84.2%,30.5%,5.3%,3.0%,65.4%,72.1%,55.1%,66.2%,41.6%,53.4%,1.23
Finals,34,27,7,79.4%,63-29,68.5%,503-398,55.8%,10-7,58.8%,34,84.9%,27.4%,6.2%,2.9%,64.3%,73.0%,54.8%,66.5%,39.7%,52.8%,1.19
Semi-finals,47,34,13,72.3%,78-45,63.4%,661-578,53.3%,16-14,53.3%,47,82.0%,25.8%,4.9%,2.9%,65.5%,70.8%,53.5%,64.8%,39.6%,51.7%,1.13
Quarter-finals,55,44,11,80.0%,105-36,74.5%,792-586,57.5%,13-8,61.9%,55,84.6%,29.7%,5.1%,3.2%,65.9%,72.9%,55.9%,67.1%,41.4%,53.7%,1.26
vs Righties,307,252,55,82.1%,599-215,73.6%,4557-3358,57.6%,85-55,60.7%,305,85.1%,30.2%,5.7%,3.0%,65.0%,72.5%,56.4%,66.9%,41.4%,53.6%,1.25
vs Lefties,50,39,11,78.0%,92-30,75.4%,677-476,58.7%,9-5,64.3%,50,82.8%,35.2%,5.9%,3.3%,66.3%,71.1%,53.9%,65.3%,43.2%,53.9%,1.25
vs Top 10,78,55,23,70.5%,139-81,63.2%,1152-1027,52.9%,28-17,62.2%,78,82.4%,23.5%,5.4%,2.8%,65.2%,71.7%,54.2%,65.6%,38.0%,51.4%,1.11
