Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,2,0,2,0.0%,3,1,2,33.3%,2019,2020,Q1,2,0.88,2.8%,5.6%,67.2%,65.5%,53.4%,61.6%,33.9%,46.2%,25.0%
Roland Garros,5,Clay,7,2,5,28.6%,3,2,1,66.7%,2018,2022,R32,6,0.83,2.6%,6.5%,66.4%,63.7%,41.3%,56.2%,36.4%,54.9%,39.6%
Wimbledon,4,Grass,11,7,4,63.6%,5,3,2,60.0%,2018,2022,R64,9,0.97,4.9%,4.7%,69.8%,67.0%,48.6%,61.5%,37.2%,60.0%,45.6%
US Open,3,Hard,7,4,3,57.1%,3,2,1,66.7%,2018,2021,R64,7,0.98,5.5%,6.8%,62.4%,72.1%,52.4%,64.7%,34.5%,55.3%,52.8%
Montpellier,4,Hard,9,5,4,55.6%,3,2,1,66.7%,2018,2022,R16,9,1.15,6.3%,3.3%,68.2%,67.9%,56.8%,64.4%,41.1%,64.0%,57.4%
Marseille,4,Hard,4,0,4,0.0%,1,0,1,0.0%,2018,2021,R32,4,0.78,3.4%,2.7%,69.1%,59.2%,51.1%,56.7%,33.9%,46.9%,34.8%
Metz,2,Hard,5,2,3,40.0%,1,0,1,0.0%,2019,2021,R16,5,0.96,5.8%,4.8%,69.3%,64.0%,47.5%,58.9%,39.4%,52.6%,52.8%
Pune,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2018,2020,R32,4,1.02,4.2%,3.9%,66.6%,71.5%,56.7%,66.6%,34.0%,70.0%,52.6%
Lyon,2,Clay,3,1,2,33.3%,1,1,0,100.0%,2019,2021,Q2,3,0.98,4.0%,2.4%,68.7%,63.2%,55.1%,60.6%,38.7%,63.0%,43.8%
Barcelona,2,Clay,3,1,2,33.3%,3,2,1,66.7%,2019,2021,Q2,3,0.93,2.7%,6.1%,63.8%,68.4%,47.2%,60.8%,36.6%,55.2%,34.8%
