Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Dubai R64,L vs Shnaider,3.9,4.0,3.7,45.6%,46.9%,16.7%,60.0%,54.3%,17.3%,-0.5,-0.6,-4.5,-7.5
2026 Doha R64,L vs Noskova,3.2,3.9,2.6,47.0%,34.8%,28.6%,0.0%,49.6%,8.2%,-2.0,-3.7,-2.0,-3.8
2026 Australian Open R128,L vs Valentova,3.2,3.7,2.5,46.9%,34.6%,45.5%,71.4%,55.8%,15.8%,5.0,5.4,6.0,9.4
2026 Adelaide QF,L vs Andreeva,4.7,4.7,4.7,38.8%,45.0%,35.3%,16.7%,41.2%,6.8%,2.0,2.6,-16.5,-15.3
2026 United Cup QF,L vs Swiatek,3.7,3.8,3.6,39.1%,20.0%,28.6%,0.0%,52.3%,7.5%,-7.0,-14.0,-3.5,-7.1
2025 Hong Kong QF,W vs Sakatsume,4.0,4.5,3.5,43.0%,53.3%,57.9%,53.8%,47.6%,5.2%,22.5,17.3,-3.5,-2.5
2025 Hong Kong R16,W vs Morvayova,3.6,3.2,3.9,59.1%,62.5%,37.5%,70.0%,53.7%,5.3%,5.5,6.7,13.5,19.3
2025 Beijing R128,W vs Jimenez Kasintseva,4.1,4.4,3.7,54.1%,65.2%,50.0%,90.0%,54.0%,3.3%,4.5,4.2,5.0,5.7
2025 Seoul SF,L vs Swiatek,4.2,4.6,3.8,33.3%,34.6%,36.4%,33.3%,50.9%,3.8%,-10.0,-13.3,-3.5,-5.0
2025 Seoul R16,W vs Kenin,3.1,3.1,3.2,64.7%,57.7%,57.1%,0.0%,57.7%,8.6%,-1.5,-2.1,6.5,12.5
2025 US Open R64,L vs Anisimova,2.7,2.9,2.5,42.2%,41.7%,57.1%,66.7%,42.4%,5.6%,4.0,8.2,-10.5,-15.7
2025 US Open R128,W vs Jimenez Kasintseva,4.6,4.9,4.2,47.6%,50.0%,68.2%,60.0%,60.1%,2.3%,13.0,6.9,-10.5,-8.4
2025 Eastbourne F,W vs Eala,4.6,4.5,4.7,40.4%,55.3%,51.7%,63.2%,61.7%,6.1%,6.5,3.0,-0.5,-0.4
2025 Eastbourne R32,W vs Jabeur,3.4,3.3,3.5,58.1%,53.8%,57.1%,50.0%,56.3%,13.8%,3.5,3.7,8.5,11.5
2025 Rabat F,W vs Cristian,4.4,4.8,4.1,61.1%,56.7%,72.7%,58.3%,58.9%,6.2%,12.5,11.2,5.5,7.2
2025 Rome R128,L vs Raducanu,4.5,4.7,4.2,46.4%,43.8%,59.0%,35.0%,44.8%,8.7%,11.5,7.2,5.0,2.6
2025 Madrid R128,W vs Martinez Cirez,4.7,4.8,4.5,40.0%,62.5%,63.9%,50.0%,54.3%,5.0%,0.5,0.3,-5.0,-3.4
2025 BJK Cup Qualifiers RR,W vs Monroy,4.5,3.9,5.1,73.0%,66.7%,60.0%,77.8%,46.4%,6.1%,12.5,17.9,19.0,24.7
2025 Merida QF,L vs Avanesyan,5.1,4.8,5.3,38.8%,44.1%,40.0%,60.0%,39.4%,6.0%,4.5,3.5,-6.0,-2.9
2025 Australian Open R128,L vs Pegula,4.6,4.9,4.2,42.9%,34.6%,30.0%,33.3%,56.3%,10.0%,6.5,6.7,-4.5,-6.3
Last 52 Weeks (18 matches),,4.0,4.2,3.8,48.3%,50.3%,52.5%,52.4%,52.8%,7.2%,4.6,4.4,0.5,0.5
Career (23 matches),,4.0,4.2,3.8,48.0%,48.5%,52.6%,52.2%,51.0%,6.9%,5.0,4.9,0.7,0.8
