Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Dubai R64,L vs Shnaider,0.0%,-,1.9%,50.0%,12.1%,25.0%,11.1%,4.7%,0.0%,0.0%,-,-28,-53
2026 Doha R64,L vs Noskova,0.0%,-,7.1%,42.9%,16.2%,23.1%,0.0%,9.1%,25.0%,0.0%,-,-3,-42
2026 Australian Open R128,L vs Valentova,0.0%,-,6.3%,55.6%,13.0%,36.4%,0.0%,8.2%,36.4%,0.0%,-,41,15
2026 Adelaide QF,L vs Andreeva,0.0%,-,12.2%,75.0%,7.8%,16.7%,14.3%,5.6%,22.2%,0.5%,0.0%,53,25
2026 United Cup QF,L vs Swiatek,0.0%,-,2.6%,100.0%,5.3%,28.6%,0.0%,3.2%,0.0%,1.8%,0.0%,-72,-51
2025 Hong Kong QF,W vs Sakatsume,0.0%,-,7.6%,84.6%,25.5%,36.4%,100.0%,9.3%,38.9%,0.3%,0.0%,80,81
2025 Hong Kong R16,W vs Morvayova,0.0%,-,2.8%,66.7%,14.1%,21.4%,0.0%,14.6%,60.0%,0.0%,-,-2,12
2025 Beijing R128,W vs Jimenez Kasintseva,0.0%,-,1.9%,50.0%,12.2%,23.5%,0.0%,9.4%,50.0%,0.0%,-,73,71
2025 Seoul SF,L vs Swiatek,0.0%,-,5.7%,60.0%,4.8%,10.0%,0.0%,5.6%,27.3%,0.0%,-,37,-12
2025 Seoul R16,W vs Kenin,0.0%,-,1.9%,0.0%,12.7%,41.7%,0.0%,11.1%,66.7%,0.0%,-,-15,24
2025 US Open R64,L vs Anisimova,0.0%,-,0.0%,0.0%,9.8%,42.9%,0.0%,5.0%,0.0%,0.0%,-,-39,-32
2025 US Open R128,W vs Jimenez Kasintseva,0.0%,-,8.2%,61.5%,9.6%,22.0%,0.0%,6.3%,12.5%,0.0%,-,66,39
2025 Eastbourne F,W vs Eala,0.0%,-,5.7%,81.8%,8.1%,23.3%,0.0%,8.5%,30.0%,1.6%,16.7%,10,-3
2025 Eastbourne R32,W vs Jabeur,0.0%,-,11.2%,62.5%,5.0%,8.3%,0.0%,11.6%,20.0%,2.5%,40.0%,-22,-2
2025 Rabat F,W vs Cristian,0.0%,-,7.5%,75.0%,15.7%,25.0%,0.0%,3.3%,12.5%,0.0%,-,-39,-23
2025 Rome R128,L vs Raducanu,0.0%,-,6.0%,69.2%,14.8%,14.0%,0.0%,10.9%,41.4%,0.5%,50.0%,-29,-45
2025 Madrid R128,W vs Martinez Cirez,0.0%,-,13.5%,75.0%,11.8%,19.5%,0.0%,5.9%,19.0%,3.7%,46.2%,85,48
2025 BJK Cup Qualifiers RR,W vs Monroy,0.0%,-,5.3%,75.0%,20.8%,6.7%,0.0%,23.7%,66.7%,0.0%,-,190,113
2025 Merida QF,L vs Avanesyan,0.0%,-,11.9%,57.9%,9.9%,8.7%,0.0%,6.9%,22.2%,1.7%,16.7%,29,26
2025 Australian Open R128,L vs Pegula,0.0%,-,10.3%,60.0%,14.5%,37.5%,0.0%,9.8%,50.0%,1.6%,0.0%,-8,-14
Last 52 Weeks (18 matches),,0.0%,-,6.4%,68.5%,12.2%,22.1%,5.4%,8.7%,28.3%,0.8%,33.3%,25,10
Career (23 matches),,0.0%,-,6.5%,65.4%,12.2%,21.5%,4.5%,8.8%,28.7%,0.9%,25.6%,21,10
