Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Dubai R64,L vs Shnaider,25% (2/8),100% (2/2),1/5,67% (6/9),0% (0/6),1/2,0/0,0/1,0/0,0/1
2026 Doha R64,L vs Noskova,25% (2/8),0% (0/2),0/4,50% (4/8),0% (0/4),0/0,0/0,1/1,0/0,0/0
2026 Australian Open R128,L vs Valentova,30% (3/10),100% (3/3),2/5,80% (8/10),38% (3/8),2/3,0/0,1/1,0/0,1/1
2026 Adelaide QF,L vs Andreeva,14% (1/7),100% (1/1),1/6,100% (7/7),14% (1/7),0/1,0/0,0/0,0/0,0/0
2026 United Cup QF,L vs Swiatek,14% (1/7),0% (0/1),0/4,86% (6/7),17% (1/6),0/0,0/0,0/1,0/0,0/0
2025 Hong Kong QF,W vs Sakatsume,43% (6/14),67% (4/6),2/3,36% (5/14),20% (1/5),4/4,2/2,0/1,1/1,0/0
2025 Hong Kong R16,W vs Morvayova,75% (6/8),83% (5/6),2/2,44% (4/9),50% (2/4),4/5,2/2,0/0,1/1,0/0
2025 Beijing R128,W vs Jimenez Kasintseva,63% (5/8),100% (5/5),2/2,22% (2/9),0% (0/2),4/5,2/2,0/0,1/1,0/0
2025 Seoul SF,L vs Swiatek,29% (2/7),50% (1/2),1/6,86% (6/7),0% (0/6),0/1,0/0,0/0,0/0,0/0
2025 Seoul R16,W vs Kenin,63% (5/8),100% (5/5),0/1,25% (2/8),50% (1/2),3/4,1/1,0/0,1/1,0/0
2025 US Open R64,L vs Anisimova,20% (2/10),50% (1/2),0/3,40% (4/10),25% (1/4),1/1,0/1,1/1,0/0,0/0
2025 US Open R128,W vs Jimenez Kasintseva,45% (5/11),100% (5/5),1/4,45% (5/11),20% (1/5),3/4,0/0,2/2,0/0,0/0
2025 Eastbourne F,W vs Eala,29% (4/14),100% (4/4),2/5,40% (6/15),0% (0/6),3/3,0/1,2/3,0/0,2/2
2025 Eastbourne R32,W vs Jabeur,70% (7/10),86% (6/7),0/3,40% (4/10),25% (1/4),3/4,0/0,0/0,0/0,0/0
2025 Rabat F,W vs Cristian,63% (5/8),100% (5/5),2/2,22% (2/9),0% (0/2),4/5,2/2,0/0,1/1,0/0
2025 Rome R128,L vs Raducanu,35% (6/17),67% (4/6),0/6,44% (7/16),14% (1/7),2/4,0/0,3/3,0/0,3/3
2025 Madrid R128,W vs Martinez Cirez,38% (5/13),100% (5/5),2/3,38% (5/13),20% (1/5),4/5,2/2,0/1,1/1,0/0
2025 BJK Cup Qualifiers RR,W vs Monroy,100% (7/7),100% (7/7),1/1,33% (2/6),50% (1/2),4/5,0/0,0/0,0/0,0/0
2025 Merida QF,L vs Avanesyan,58% (7/12),71% (5/7),4/7,75% (9/12),0% (0/9),1/5,1/1,0/2,0/0,0/1
2025 Australian Open R128,L vs Pegula,0% (0/7),- (0/0),0/3,75% (6/8),17% (1/6),0/0,0/0,0/2,0/0,0/1
2026 (5 matches),,22.5%,66.7%,16.7%,75.6%,16.1%,50.0%,-,50.0%,-,50.0%
2025 (17 matches),,46.8%,83.8%,36.4%,42.5%,14.9%,72.9%,86.7%,50.0%,100.0%,62.5%
2024 (3 matches),,35.5%,81.8%,9.1%,40.6%,7.7%,71.4%,33.3%,66.7%,0.0%,0.0%
Career (25 matches),,41.3%,82.0%,27.8%,47.8%,14.4%,70.8%,77.8%,52.2%,75.0%,54.5%
