Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,50,24,26,48.0%,52-57,47.7%,481-514,48.3%,6-4,60.0%,48,63.5%,33.9%,2.0%,4.8%,63.5%,60.0%,48.4%,55.8%,43.5%,49.7%,0.98
Clay,9,6,3,66.7%,12-7,63.2%,98-79,55.4%,1-0,100.0%,9,68.2%,42.0%,1.9%,4.1%,65.0%,61.7%,50.2%,57.7%,47.4%,52.7%,1.12
Grass,6,5,1,83.3%,10-4,71.4%,75-65,53.6%,2-0,100.0%,6,62.9%,42.6%,2.7%,4.9%,59.0%,62.8%,43.8%,55.0%,47.7%,51.2%,1.06
Grand Slams,8,2,6,25.0%,4-12,25.0%,58-92,38.7%,1-1,50.0%,8,52.7%,23.0%,1.0%,6.1%,60.8%,56.6%,42.7%,51.2%,37.7%,44.8%,0.77
Premiers,16,9,7,56.3%,19-15,55.9%,154-155,49.8%,4-1,80.0%,16,63.2%,34.2%,2.2%,5.0%,63.8%,59.4%,48.2%,55.3%,44.1%,49.7%,0.99
Internationals,24,17,7,70.8%,34-19,64.2%,266-218,55.0%,2-2,50.0%,22,70.9%,43.2%,2.5%,4.7%,62.7%,63.7%,50.7%,58.9%,47.3%,53.0%,1.15
Finals,2,2,0,100.0%,4-1,80.0%,26-21,55.3%,1-0,100.0%,2,66.7%,40.9%,1.3%,6.0%,57.6%,65.5%,43.8%,56.3%,48.7%,52.5%,1.11
Semi-finals,5,2,3,40.0%,3-6,33.3%,30-48,38.5%,0-0,-,5,53.8%,23.1%,4.4%,3.1%,67.1%,57.5%,44.0%,53.1%,39.4%,45.9%,0.84
Quarter-finals,8,5,3,62.5%,11-7,61.1%,75-73,50.7%,0-0,-,7,62.7%,46.3%,1.8%,5.5%,61.4%,59.2%,44.3%,53.4%,48.7%,51.2%,1.05
vs Righties,55,27,28,49.1%,58-62,48.3%,534-568,48.5%,7-4,63.6%,52,63.7%,34.7%,2.2%,4.4%,63.1%,60.0%,48.9%,55.9%,43.9%,49.9%,0.99
vs Lefties,9,7,2,77.8%,14-6,70.0%,103-85,54.8%,2-0,100.0%,9,66.3%,41.8%,1.0%,5.1%,63.9%,63.0%,44.2%,56.2%,47.6%,51.9%,1.09
vs Top 10,6,0,6,0.0%,0-12,0.0%,27-75,26.5%,0-1,0.0%,5,39.5%,15.9%,1.0%,5.2%,63.3%,51.3%,37.5%,46.2%,36.0%,41.4%,0.67
