Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Jun-2025,Eastbourne,Grass,F,51,74,Joint d. (Q) Alexandra Eala [PHI],6-4 1-6 7-6(10),0.91,0.0%,7.1%,54.1%,64.2%,37.8%,3/9,2:26
19-May-2025,Rabat,Clay,F,78,74,Joint d. Jaqueline Cristian [ROU],6-3 6-2,1.60,3.8%,3.8%,64.2%,67.6%,57.9%,0/2,1:20
22-Jul-2024,Warsaw 125,Hard,F,159,124,(Q) Alycia Parks [USA] d. (5) Joint,4-6 6-3 6-3,0.87,0.0%,12.2%,56.1%,63.0%,33.3%,2/8,2:09
29-Apr-2024,W100 Bonita Springs FL,Clay,F,269,164,(2) Lulu Sun [NZL] d. Joint,6-1 6-3,,,,,,,,
11-Mar-2024,W35 Santo Domingo,Hard,F,331,270,(14) Joint d. (7) Xinyu Gao [CHN],6-4 2-6 6-1,,,,,,,,
05-Feb-2024,W75 Burnie,Hard,F,446,329,(WC) Joint d. Aoi Ito [JPN],1-6 6-1 7-5,,,,,,,,
