Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Dubai R64,L vs Shnaider,9,18,0.5,8.5%,17.0%,9,18,0.5,9.0%,18.0%,6.0%,2.0%,0.7,16.0%,22.6%
2026 Doha R64,L vs Noskova,8,17,0.5,8.2%,17.3%,8,17,0.5,8.8%,18.7%,4.4%,3.3%,0.8,21.4%,26.5%
2026 Australian Open R128,L vs Valentova,20,28,0.7,14.1%,19.7%,17,20,0.9,14.3%,16.8%,7.6%,5.0%,0.7,16.9%,23.2%
2026 Adelaide QF,L vs Andreeva,11,35,0.3,11.2%,35.7%,11,32,0.3,12.5%,36.4%,8.0%,4.5%,0.9,14.3%,16.3%
2026 United Cup QF,L vs Swiatek,4,16,0.3,5.2%,20.8%,3,13,0.2,4.2%,18.1%,2.8%,1.4%,1.5,24.7%,16.9%
2025 Hong Kong QF,W vs Sakatsume,21,46,0.5,12.4%,27.1%,18,42,0.4,11.5%,26.8%,8.3%,3.2%,0.5,8.2%,15.3%
2025 Hong Kong R16,W vs Morvayova,17,16,1.1,15.7%,14.8%,16,13,1.2,16.5%,13.4%,6.2%,7.2%,0.5,13.9%,26.9%
2025 Beijing R128,W vs Jimenez Kasintseva,11,31,0.4,10.2%,28.7%,11,29,0.4,11.1%,29.3%,7.1%,3.0%,0.2,7.4%,30.6%
2025 Seoul SF,L vs Swiatek,7,27,0.3,8.0%,30.7%,7,27,0.3,8.4%,32.5%,4.8%,3.6%,0.8,17.0%,21.6%
2025 Seoul R16,W vs Kenin,16,17,0.9,15.4%,16.3%,10,16,0.6,11.1%,17.8%,6.7%,4.4%,0.3,9.6%,36.5%
2025 US Open R64,L vs Anisimova,6,22,0.3,4.8%,17.7%,6,18,0.3,5.5%,16.4%,2.7%,0.9%,0.6,17.7%,29.8%
2025 US Open R128,W vs Jimenez Kasintseva,16,51,0.3,10.1%,32.1%,16,47,0.3,11.0%,32.2%,10.3%,0.7%,0.3,7.5%,27.7%
2025 Eastbourne F,W vs Eala,23,50,0.5,11.9%,25.8%,23,43,0.5,12.4%,23.2%,9.2%,3.2%,0.4,9.3%,23.7%
2025 Eastbourne R32,W vs Jabeur,17,20,0.9,11.9%,14.0%,17,16,1.1,12.6%,11.9%,8.9%,3.0%,0.3,9.1%,30.1%
2025 Rabat F,W vs Cristian,19,14,1.4,17.8%,13.1%,17,12,1.4,17.5%,12.4%,13.4%,4.1%,0.5,14.0%,27.1%
2025 Rome R128,L vs Raducanu,34,34,1.0,15.7%,15.7%,33,31,1.1,16.0%,15.0%,8.3%,7.8%,1.0,19.4%,18.9%
2025 Madrid R128,W vs Martinez Cirez,40,49,0.8,22.5%,27.5%,40,47,0.9,23.7%,27.8%,18.3%,5.3%,0.4,7.3%,18.0%
2025 BJK Cup Qualifiers RR,W vs Monroy,22,17,1.3,29.3%,22.7%,22,17,1.3,29.7%,23.0%,17.6%,12.2%,0.0,0.0%,22.7%
2025 Merida QF,L vs Avanesyan,29,50,0.6,18.2%,31.4%,29,42,0.7,19.9%,28.8%,8.2%,11.6%,0.3,4.4%,14.5%
2025 Australian Open R128,L vs Pegula,9,21,0.4,9.3%,21.6%,9,18,0.5,9.9%,19.8%,7.7%,2.2%,1.6,13.4%,8.2%
Career (25 matches),,396,692,0.6,12.5%,21.8%,374,618,0.6,12.8%,21.1%,8.1%,4.3%,0.6,12.7%,22.4%
