Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),31,1435,75,1769,80,1712,49,1733,45,1678,35,2224,,
2025,32,1539,41,1836,43,1777,35,1767,34,1711,54,1529
2024,116,645,173,1576,165,1545,148,1538,155,1468,237,332
2023,738,45,,,,,,,,,,
