Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1989,6,2,4,33.3%,4-6,40.0%,43-50,46.2%,0-0,-,0,,,,,,,,,,,,R32 (Brisbane)
1988,19,5,14,26.3%,14-29,32.6%,143-207,40.9%,1-2,33.3%,0,,,,,,,,,,,,R16 (2x)
1987,36,20,16,55.6%,42-34,55.3%,360-315,53.3%,2-1,66.7%,0,,,,,,,,,,,,SF (2x)
1986,34,17,17,50.0%,35-35,50.0%,288-292,49.7%,4-5,44.4%,0,,,,,,,,,,,,QF (5x)
1985,58,40,18,69.0%,82-36,69.5%,609-442,57.9%,7-8,46.7%,0,,,,,,,,,,,,F (San Diego)
1984,58,39,19,67.2%,79-41,65.8%,600-444,57.5%,3-8,27.3%,0,,,,,,,,,,,,F (Manhattan Beach)
1983,68,49,19,72.1%,94-46,67.1%,704-511,57.9%,9-7,56.3%,0,,,,,,,,,,,,W (Boston)
1982,71,50,21,70.4%,101-43,70.1%,748-489,60.5%,7-12,36.8%,0,,,,,,,,,,,,W (2x)
1981,72,47,25,65.3%,93-51,64.6%,699-576,54.8%,8-9,47.1%,0,,,,,,,,,,,,W (Hong Kong)
1980,100,72,28,72.0%,139-60,69.8%,990-731,57.5%,6-10,37.5%,0,,,,,,,,,,,,W (2x)
1979,90,63,27,70.0%,129-65,66.5%,963-749,56.3%,6-4,60.0%,0,,,,,,,,,,,,W (2x)
1978,81,56,25,69.1%,105-58,64.4%,801-643,55.5%,16-7,69.6%,0,,,,,,,,,,,,F (2x)
1977,57,35,22,61.4%,70-42,62.5%,542-428,55.9%,6-6,50.0%,0,,,,,,,,,,,,F (3x)
1976,53,30,23,56.6%,64-49,56.6%,531-476,52.7%,5-6,45.5%,0,,,,,,,,,,,,W (3x)
1975,27,12,15,44.4%,24-32,42.9%,234-258,47.6%,2-3,40.0%,0,,,,,,,,,,,,F (Whangerei)
1974,31,17,14,54.8%,35-31,53.0%,301-273,52.4%,1-2,33.3%,0,,,,,,,,,,,,SF (2x)
1973,51,31,20,60.8%,68-44,60.7%,540-423,56.1%,2-1,66.7%,0,,,,,,,,,,,,W (3x)
1972,40,25,15,62.5%,51-37,58.0%,453-379,54.4%,0-1,0.0%,0,,,,,,,,,,,,W (4x)
1971,4,1,3,25.0%,2-6,25.0%,26-43,37.7%,1-0,100.0%,0,,,,,,,,,,,,QF (Brisbane)
1970,4,0,4,0.0%,0-8,0.0%,21-48,30.4%,0-0,-,0,,,,,,,,,,,,F (Ipswich)
1969,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,,R16 (Brisbane)
1968,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R16 (Brisbane)
Career,962,611,351,63.5%,1231-757,61.9%,9600-7801,55.2%,86-92,48.3%,0,,,,,,,,,,,,
