Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
1981 Australian Open F,L vs Mandlikova,19.2%,34.6%,33.3%,18.2%,36.4%,33.3%,35.0%,38.5%,66.7%,30.8%,46.2%,33.3%,66.7%,50.0%,66.7%,123
1979 Roland Garros F,L vs Evert,9.5%,16.7%,28.9%,13.3%,23.3%,34.6%,18.8%,50.0%,0.0%,0.0%,0.0%,16.7%,0.0%,16.7%,0.0%,-119
1977 US Open F,L vs Evert,11.1%,23.8%,48.1%,15.2%,33.3%,60.7%,42.9%,26.3%,50.0%,7.7%,15.4%,33.3%,9.1%,33.3%,50.0%,-42
Career (3 matches),,13.4%,25.5%,38.1%,15.6%,31.3%,43.2%,32.0%,37.0%,44.4%,11.8%,19.6%,28.9%,15.0%,35.5%,37.5%,-5
