Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 BJK Cup Finals RR,L vs Bronzetti,74.5%,54.3%,4.3%,0/2,2.50,4.5%,72.4%,57.1%,3.4%,2.55,4.3%,77.8%,50.0%,5.6%,2.44,4.8%
2023 s Hertogenbosch R16,W vs Andreescu,74.4%,53.4%,12.8%,6/4,2.19,24.1%,72.0%,55.6%,8.0%,1.98,37.5%,91.7%,50.0%,25.0%,2.48,4.5%
2023 Roland Garros R128,L vs Mertens,57.4%,48.4%,1.9%,0/1,2.34,20.0%,64.0%,31.3%,0.0%,2.01,37.0%,83.3%,66.7%,5.6%,2.74,0.0%
2022 Australian Open R128,L vs Wang,52.8%,39.3%,0.0%,0/0,2.34,0.0%,55.9%,36.8%,0.0%,2.25,0.0%,69.2%,44.4%,0.0%,2.54,0.0%
2021 BJK Cup Finals RR,W vs Suarez Navarro,78.0%,53.1%,7.3%,3/3,2.09,25.6%,78.6%,40.9%,3.6%,1.82,42.3%,76.9%,80.0%,15.4%,2.52,0.0%
2021 Australian Open R128,L vs Sabalenka,65.1%,42.9%,9.3%,1/3,2.57,14.3%,61.9%,38.5%,14.3%,2.59,21.4%,78.9%,46.7%,5.3%,2.54,0.0%
2019 Palermo R16,L vs Rus,62.3%,54.5%,11.3%,5/1,2.02,7.3%,68.6%,54.2%,8.6%,1.91,13.8%,64.3%,55.6%,21.4%,2.13,0.0%
2019 Madrid R16,L vs Halep,70.0%,28.6%,6.7%,1/1,2.24,0.0%,68.4%,23.1%,0.0%,2.58,0.0%,72.7%,37.5%,18.2%,2.03,0.0%
2019 Lugano R32,W vs Gatto Monticone,80.0%,63.9%,0.0%,0/0,2.40,7.3%,90.0%,66.7%,0.0%,2.49,11.1%,81.8%,55.6%,0.0%,2.22,0.0%
2019 Miami R32,L vs Bertens,55.7%,48.7%,5.7%,2/2,2.49,33.3%,43.6%,35.3%,0.0%,2.71,48.1%,81.5%,59.1%,14.8%,2.17,11.1%
2019 Dubai QF,L vs Kvitova,58.8%,43.3%,9.8%,4/1,3.03,6.9%,64.5%,40.0%,9.7%,2.97,11.1%,62.5%,50.0%,12.5%,3.15,0.0%
2019 Dubai R16,W vs Kenin,72.9%,60.3%,7.5%,6/2,2.54,21.7%,75.7%,66.0%,2.9%,2.29,41.9%,80.6%,48.0%,19.4%,2.81,0.0%
2019 Dubai R32,W vs Bertens,58.7%,55.7%,4.8%,4/1,2.35,24.1%,56.5%,45.7%,0.0%,2.26,34.7%,78.8%,69.2%,15.2%,2.50,6.7%
2019 Dubai R64,W vs Pera,64.7%,60.0%,5.9%,3/2,2.51,11.1%,70.6%,52.8%,2.0%,2.64,17.9%,65.5%,73.7%,13.8%,2.37,3.8%
2019 Australian Open R64,L vs Svitolina,61.8%,38.2%,10.9%,3/3,2.25,29.3%,54.3%,47.4%,0.0%,2.12,48.0%,78.9%,26.7%,31.6%,2.45,0.0%
2019 Australian Open R128,W vs Baindl,74.8%,53.9%,0.8%,0/1,2.37,11.1%,77.3%,53.4%,0.0%,2.34,15.4%,91.2%,54.8%,2.9%,2.41,5.3%
2019 Auckland QF,W vs Anisimova,76.8%,57.9%,5.1%,3/2,2.62,3.5%,76.7%,52.2%,1.7%,2.68,5.4%,88.2%,66.7%,11.8%,2.51,0.0%
2018 ITF Dubai F,L vs Peng,72.9%,42.9%,4.2%,1/1,2.49,15.0%,62.1%,33.3%,6.9%,2.60,26.1%,94.4%,52.9%,0.0%,2.34,0.0%
2018 ITF Dubai SF,W vs Rodina,72.1%,71.0%,0.0%,0/0,2.57,0.0%,75.9%,68.2%,0.0%,2.50,0.0%,100.0%,77.8%,0.0%,2.64,0.0%
2018 Cincinnati R64,W vs Sasnovich,65.4%,62.7%,3.8%,2/1,2.66,13.5%,72.3%,61.8%,2.1%,2.51,20.0%,70.8%,64.7%,8.3%,2.84,5.9%
Career (26 matches),,68.3%,53.9%,5.3%,59.2%,2.41,14.3%,68.2%,50.4%,2.4%,2.35,23.0%,80.0%,59.5%,11.7%,2.49,3.0%
