Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 BJK Cup Finals F,L vs Bronzetti,17,31,0.5,16.0%,29.2%,12,27,0.4,12.8%,28.7%,8.5%,3.2%,0.8,10.4%,12.3%
2023 US Open R128,L vs Wang,36,35,1.0,18.4%,17.9%,31,27,1.1,18.9%,16.5%,10.4%,4.9%,1.0,21.4%,22.4%
2023 Wimbledon R128,L vs Mertens,26,30,0.9,20.6%,23.8%,24,26,0.9,23.1%,25.0%,13.5%,3.8%,1.2,19.0%,15.9%
2023 s Hertogenbosch R16,W vs Andreescu,25,34,0.7,14.8%,20.1%,20,29,0.7,13.2%,19.1%,7.9%,4.6%,0.8,12.4%,15.4%
2023 Roland Garros R128,L vs Mertens,22,35,0.6,18.5%,29.4%,21,27,0.8,22.6%,29.0%,10.8%,11.8%,0.9,15.1%,16.0%
2022 US Open R64,L vs Rogers,16,32,0.5,14.3%,28.6%,12,23,0.5,13.3%,25.6%,6.7%,5.6%,1.2,18.8%,15.2%
2022 US Open R128,W vs Sorribes Tormo,37,33,1.1,26.6%,23.7%,33,31,1.1,26.0%,24.4%,11.8%,13.4%,0.7,7.9%,11.5%
2022 Australian Open R128,L vs Wang,17,30,0.6,14.0%,24.8%,17,27,0.6,15.3%,24.3%,12.6%,2.7%,1.1,16.5%,15.7%
2021 BJK Cup Finals RR: ESP vs SVK RR,W vs Suarez Navarro,37,35,1.1,23.4%,22.2%,28,30,0.9,19.9%,21.3%,13.5%,6.4%,0.6,11.4%,19.0%
2021 Australian Open R128,L vs Sabalenka,6,11,0.5,6.1%,11.2%,6,11,0.5,6.7%,12.4%,,,1.7,19.4%,11.2%
2020 Roland Garros R128,L vs Pliskova,17,15,1.1,17.9%,15.8%,17,15,1.1,20.7%,18.3%,,,2.8,17.9%,6.3%
2020 Australian Open R128,L vs Goerges,7,12,0.6,8.4%,14.5%,7,12,0.6,10.0%,17.1%,,,1.3,14.5%,10.8%
2019 US Open R128,L vs Van Uytvanck,19,29,0.7,14.5%,22.1%,15,26,0.6,12.5%,21.7%,7.5%,3.3%,0.7,12.2%,17.6%
2019 Palermo R16,L vs Rus,22,38,0.6,17.6%,30.4%,20,32,0.6,18.2%,29.1%,10.0%,7.3%,1.0,12.0%,12.0%
2019 Wimbledon R128,L vs Hercog,50,39,1.3,21.7%,17.0%,39,38,1.0,18.8%,18.4%,8.7%,9.7%,1.2,13.9%,11.7%
2019 Roland Garros R32,L vs Konta,8,13,0.6,10.0%,16.3%,8,13,0.6,11.4%,18.6%,,,1.5,18.8%,12.5%
2019 Roland Garros R64,W vs Bertens,3,3,1.0,10.3%,10.3%,3,3,1.0,12.0%,12.0%,,,0.3,6.9%,27.6%
2019 Roland Garros R128,W vs Cornet,28,24,1.2,22.2%,19.0%,28,24,1.2,24.1%,20.7%,,,0.8,7.1%,9.5%
2019 Madrid R16,L vs Halep,7,16,0.4,11.7%,26.7%,7,14,0.5,12.1%,24.1%,1.7%,10.3%,4.3,21.7%,5.0%
2019 Lugano R32,W vs Gatto Monticone,22,23,1.0,22.4%,23.5%,21,21,1.0,23.1%,23.1%,14.3%,8.8%,0.3,6.1%,18.4%
Career (39 matches),,967,1133,0.9,18.1%,21.2%,791,957,0.8,17.0%,20.6%,9.0%,5.7%,0.9,13.9%,15.5%
