Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,102,47,55,46.1%,102-134,43.2%,1042-1194,46.6%,16-12,57.1%,96,66.7%,26.1%,7.5%,6.6%,56.9%,68.3%,42.7%,57.3%,39.5%,48.4%,0.93
Clay,31,14,17,45.2%,29-37,43.9%,296-332,47.1%,3-6,33.3%,31,64.5%,31.3%,6.2%,6.8%,54.6%,67.0%,43.7%,56.4%,41.5%,48.9%,0.95
Grass,14,6,8,42.9%,15-17,46.9%,165-163,50.3%,3-7,30.0%,14,75.3%,26.3%,6.8%,5.7%,59.5%,69.4%,48.2%,60.8%,38.9%,49.9%,0.99
Grand Slams,23,5,18,21.7%,11-37,22.9%,185-274,40.3%,2-5,28.6%,23,57.2%,25.0%,5.7%,6.7%,55.6%,63.6%,42.0%,54.0%,37.8%,46.0%,0.82
Premiers,10,4,6,40.0%,10-14,41.7%,95-117,44.8%,3-0,100.0%,10,57.3%,31.1%,7.4%,6.5%,54.1%,65.6%,39.9%,53.8%,42.3%,48.0%,0.92
Internationals,87,41,46,47.1%,89-108,45.2%,912-990,47.9%,12-16,42.9%,87,69.4%,26.8%,7.4%,6.4%,57.5%,69.3%,43.4%,58.3%,39.9%,49.1%,0.96
Finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,33.3%,33.3%,8.5%,6.8%,54.2%,40.6%,55.6%,47.5%,41.3%,44.8%,0.79
Semi-finals,5,0,5,0.0%,1-10,9.1%,42-68,38.2%,1-1,50.0%,4,61.4%,13.6%,4.4%,5.4%,59.8%,66.1%,42.9%,56.8%,34.3%,45.8%,0.79
Quarter-finals,14,5,9,35.7%,12-20,37.5%,138-165,45.5%,0-3,0.0%,13,65.2%,24.4%,7.5%,6.7%,59.6%,67.8%,38.5%,56.0%,38.3%,47.5%,0.87
vs Righties,129,61,68,47.3%,131-164,44.4%,1331-1476,47.4%,18-23,43.9%,126,67.7%,27.4%,7.3%,6.4%,56.5%,68.1%,44.1%,57.7%,40.0%,48.9%,0.95
vs Lefties,17,6,11,35.3%,14-22,38.9%,164-194,45.8%,4-2,66.7%,14,64.6%,26.2%,6.9%,7.5%,58.5%,68.7%,39.1%,56.4%,39.2%,47.9%,0.90
vs Top 10,13,2,11,15.4%,5-23,17.9%,82-156,34.5%,1-0,100.0%,13,49.5%,19.1%,4.5%,7.3%,54.1%,61.4%,39.5%,51.4%,34.5%,43.0%,0.71
