Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,17,8,9,47.1%,1,0,1,0.0%,2018,2026,R64,17,0.97,6.2%,6.2%,60.4%,64.4%,45.2%,56.8%,42.0%,55.6%,42.2%
Roland Garros,8,Clay,18,9,9,50.0%,6,5,1,83.3%,2017,2024,R32,16,0.92,4.0%,6.4%,60.3%,62.9%,40.5%,54.0%,42.5%,49.6%,42.6%
Wimbledon,7,Grass,13,6,7,46.2%,6,2,4,33.3%,2017,2024,R128,10,1.07,8.5%,4.5%,57.1%,69.1%,52.0%,61.8%,40.8%,51.7%,50.0%
US Open,9,Hard,19,9,10,47.4%,4,1,3,25.0%,2017,2025,R64,16,0.94,7.5%,5.8%,57.7%,70.5%,44.4%,59.5%,38.0%,58.7%,42.5%
Fed Cup,3,,6,5,1,83.3%,3,2,1,66.7%,2018,2020,,6,1.08,8.4%,6.3%,60.2%,70.8%,50.5%,62.7%,40.4%,74.4%,27.0%
Warsaw 125,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2025,R32,2,1.01,7.2%,6.6%,57.9%,68.2%,51.6%,61.2%,39.2%,46.7%,36.8%
Prague,8,Hard,14,6,8,42.9%,3,2,1,66.7%,2016,2025,QF,14,0.93,6.1%,6.4%,53.4%,67.8%,41.3%,55.4%,41.5%,56.0%,49.5%
BJK Cup Qualifiers,2,,2,2,0,100.0%,0,0,0,-,2024,2025,W,1,1.18,8.5%,8.5%,51.1%,72.9%,47.8%,60.6%,46.4%,72.7%,50.0%
s Hertogenbosch,2,Grass,5,3,2,60.0%,2,1,1,50.0%,2023,2024,SF,5,1.04,10.0%,5.3%,62.5%,68.9%,51.2%,62.2%,39.2%,71.4%,32.1%
Auckland,4,Hard,17,12,5,70.6%,4,1,3,25.0%,2018,2024,SF,17,1.05,9.6%,7.0%,57.1%,70.8%,47.4%,60.7%,41.3%,58.3%,47.4%
Guangzhou,2,Hard,7,4,3,57.1%,5,4,1,80.0%,2018,2023,QF,7,1.02,8.4%,8.4%,59.1%,70.1%,40.8%,58.1%,42.9%,56.3%,42.6%
