Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,1,1,50.0%,3-2,60.0%,22-23,48.9%,0-0,-,1,53.8%,23.1%,5.1%,10.1%,53.2%,73.8%,32.4%,54.4%,33.3%,44.4%,0.73,
2024,4,2,2,50.0%,4-6,40.0%,50-50,50.0%,0-1,0.0%,2,60.9%,39.1%,8.5%,7.8%,52.3%,60.0%,50.7%,55.6%,44.6%,50.5%,1.00,F (BJK Cup Finals)
2023,24,12,12,50.0%,25-30,45.5%,252-289,46.6%,5-3,62.5%,22,66.0%,25.9%,7.0%,6.9%,57.1%,68.3%,41.2%,56.7%,39.8%,48.2%,0.92,SF (s Hertogenbosch)
2022,8,2,6,25.0%,4-12,25.0%,76-93,45.0%,1-4,20.0%,6,69.4%,19.0%,4.9%,5.4%,57.3%,66.3%,42.6%,56.2%,35.1%,46.3%,0.80,
2021,16,8,8,50.0%,17-19,47.2%,153-173,46.9%,0-1,0.0%,16,66.0%,28.2%,6.0%,6.0%,56.5%,67.2%,42.8%,56.6%,39.9%,48.7%,0.92,QF (2x)
2020,13,4,9,30.8%,9-22,29.0%,117-167,41.2%,1-3,25.0%,13,62.9%,20.7%,7.3%,6.6%,57.5%,67.3%,38.0%,54.9%,37.4%,46.1%,0.83,QF (Lyon)
2019,48,25,23,52.1%,55-56,49.5%,521-544,48.9%,9-7,56.3%,48,67.6%,30.6%,7.6%,5.8%,56.0%,68.9%,44.9%,58.4%,41.6%,49.8%,1.00,SF (Auckland)
2018,31,14,17,45.2%,30-38,44.1%,312-334,48.3%,6-6,50.0%,31,71.7%,25.5%,8.0%,7.6%,57.6%,69.6%,45.6%,59.4%,39.0%,49.3%,0.96,SF (2x)
2017,3,1,2,33.3%,3-4,42.9%,29-34,46.0%,0-0,-,3,55.6%,42.1%,5.3%,7.1%,52.4%,59.3%,46.7%,53.3%,41.3%,47.6%,0.88,R16 (Linz)
Career,149,69,80,46.3%,150-189,44.2%,1532-1707,47.3%,22-25,46.8%,142,67.3%,27.3%,7.2%,6.5%,56.6%,68.2%,43.5%,57.5%,39.9%,48.7%,0.94,
