Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 BJK Cup Finals F,L vs Bronzetti,0.90,0.69,47.3,2.1,13.3%,53.3%,3.4%,41.4%,44.0%,36.4%
2023 Wimbledon R128,L vs Mertens,0.83,0.68,45.5,2.0,3.1%,59.4%,3.6%,46.4%,34.3%,41.9%
2023 s Hertogenbosch R16,W vs Andreescu,1.10,1.18,73.5,3.6,6.5%,56.5%,4.4%,60.0%,43.9%,45.9%
2023 Roland Garros R128,L vs Mertens,1.05,0.82,42.8,2.1,3.0%,39.4%,0.0%,37.5%,58.6%,36.0%
2022 US Open R64,L vs Rogers,1.15,0.69,50.2,3.2,5.9%,44.1%,6.3%,46.9%,33.3%,31.8%
2022 US Open R128,W vs Sorribes Tormo,1.05,1.41,50.9,2.2,3.2%,64.5%,10.3%,62.1%,50.0%,48.7%
2022 Australian Open R128,L vs Wang,1.02,0.65,53.0,3.0,0.0%,58.3%,0.0%,40.6%,35.7%,28.0%
2021 BJK Cup Finals RR: ESP vs SVK RR,W vs Suarez Navarro,1.03,1.41,55.2,2.1,15.4%,71.8%,8.1%,67.6%,35.7%,47.5%
2021 Australian Open R128,L vs Sabalenka,1.07,0.64,42.1,2.0,6.9%,58.6%,0.0%,23.1%,39.1%,30.0%
2020 Roland Garros R128,L vs Pliskova,0.87,0.49,35.3,2.2,0.0%,56.5%,0.0%,38.1%,33.3%,25.0%
2020 Australian Open R128,L vs Goerges,0.76,0.34,28.4,2.1,0.0%,52.4%,0.0%,40.0%,34.8%,10.5%
2019 US Open R128,L vs Van Uytvanck,0.86,0.77,59.9,3.0,2.9%,55.9%,9.4%,46.9%,50.0%,35.5%
2019 New York R32,L vs Muchova,0.94,0.38,43.4,2.0,-,58.1%,-,59.3%,14.8%,19.0%
2019 Cincinnati R64,L vs Zheng,0.86,0.43,29.8,2.0,-,35.7%,-,45.5%,31.8%,28.6%
2019 Palermo R16,L vs Rus,1.05,0.80,61.7,2.8,2.7%,59.5%,2.9%,31.4%,53.6%,28.0%
2019 Bucharest QF,L vs Rybakina,0.84,0.86,68.9,4.1,-,64.1%,-,57.6%,34.1%,45.9%
2019 Wimbledon R128,L vs Hercog,0.94,0.89,87.7,8.1,-,68.2%,-,53.4%,43.6%,29.4%
2019 Roland Garros R32,L vs Konta,1.01,0.44,35.5,2.1,4.8%,42.9%,0.0%,33.3%,31.8%,21.1%
2019 Roland Garros R128,W vs Cornet,1.12,1.43,48.3,2.0,6.3%,43.8%,3.4%,69.0%,57.6%,56.3%
2019 Rome R64,W vs Errani,1.02,1.98,33.0,2.1,-,65.0%,-,66.7%,58.3%,75.0%
2024 (1 matches),,0.90,0.69,47.3,2.1,13.3%,53.3%,3.4%,41.4%,44.0%,36.4%
2023 (3 matches),,1.00,0.88,56.2,2.4,4.5%,52.3%,2.9%,49.5%,44.8%,41.9%
2022 (3 matches),,1.06,0.89,51.4,2.7,3.0%,55.4%,5.4%,49.5%,41.3%,38.4%
2021 (2 matches),,1.04,0.98,50.2,2.0,11.8%,66.2%,4.8%,49.2%,36.9%,41.7%
2020 (2 matches),,0.82,0.41,32.1,2.1,0.0%,54.5%,0.0%,39.0%,34.0%,18.6%
Career (194 matches),,1.03,1.07,55.8,2.6,5.0%,58.4%,4.8%,56.6%,44.5%,43.7%
