Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Buenos Aires R16,L vs Martinez,19,29,0.7,20.9%,31.9%,15,25,0.6,18.5%,30.9%,9.9%,8.6%,1.8,15.4%,8.8%
2025 Buenos Aires R32,W vs Jarry,15,30,0.5,7.1%,14.2%,14,26,0.5,7.2%,13.4%,4.1%,3.1%,0.6,18.4%,28.8%
2024 US Open R128,L vs Monfils,14,52,0.3,5.9%,22.0%,12,50,0.2,5.7%,23.7%,4.3%,1.4%,0.9,21.2%,24.2%
2023 US Open R128,L vs Rinderknech,17,27,0.6,10.5%,16.7%,17,22,0.8,12.4%,16.1%,7.3%,5.1%,1.3,25.3%,19.8%
2023 Wimbledon R64,L vs Sinner,15,31,0.5,9.1%,18.9%,14,29,0.5,9.7%,20.0%,4.8%,4.8%,1.1,23.2%,21.3%
2023 Wimbledon R128,W vs Kecmanovic,35,28,1.3,18.1%,14.5%,33,24,1.4,18.0%,13.1%,9.8%,7.1%,0.4,8.3%,20.2%
2023 Barcelona R64,W vs Wu,18,17,1.1,16.8%,15.9%,18,17,1.1,17.1%,16.2%,3.8%,6.7%,0.5,17.8%,35.5%
2023 Monte Carlo Masters R32,L vs Sinner,0,30,0.0,0.0%,58.8%,0,23,0.0,0.0%,57.5%,0.0%,0.0%,0.6,9.8%,17.6%
2023 Indian Wells Masters R64,L vs Ruud,14,30,0.5,13.1%,28.0%,12,28,0.4,11.9%,27.7%,6.9%,5.0%,1.0,18.7%,18.7%
2023 Indian Wells Masters R128,W vs Coria,13,15,0.9,12.7%,14.7%,12,13,0.9,12.5%,13.5%,5.2%,3.1%,0.2,10.8%,45.1%
2023 Australian Open R128,W vs Krutykh,39,50,0.8,13.4%,17.2%,31,46,0.7,11.6%,17.2%,7.9%,3.7%,0.7,14.8%,22.7%
2022 Paris Masters R64,L vs Cressy,17,16,1.1,16.2%,15.2%,17,10,1.7,20.5%,12.0%,7.2%,7.2%,1.4,37.1%,25.7%
2022 US Open R32,L vs Tiafoe,33,37,0.9,15.1%,16.9%,30,32,0.9,15.1%,16.1%,8.5%,6.5%,1.3,20.5%,15.5%
2022 US Open R64,W vs Popyrin,35,42,0.8,11.6%,13.9%,34,33,1.0,12.6%,12.2%,7.0%,5.2%,0.6,13.9%,22.8%
2022 US Open R128,W vs Sock,21,22,1.0,12.4%,13.0%,16,17,0.9,11.0%,11.7%,6.9%,4.1%,0.6,18.9%,32.0%
2022 Hamburg R32,L vs Ruusuvuori,22,51,0.4,12.6%,29.3%,22,43,0.5,13.5%,26.4%,8.0%,5.5%,0.4,8.0%,21.8%
2022 Wimbledon R64,L vs Broady,39,61,0.6,13.2%,20.6%,36,55,0.7,13.0%,19.9%,9.4%,3.6%,0.6,11.8%,18.6%
2022 Wimbledon R128,W vs Kozlov,35,35,1.0,19.6%,19.6%,35,30,1.2,22.0%,18.9%,17.0%,5.0%,0.6,10.6%,19.0%
2022 Queen's Club R32,L vs Querrey,13,16,0.8,13.8%,17.0%,13,12,1.1,17.1%,15.8%,10.5%,2.6%,1.6,38.3%,24.5%
2022 Madrid Masters R32,L vs Dimitrov,8,21,0.4,9.0%,23.6%,8,16,0.5,10.4%,20.8%,2.6%,6.5%,2.1,40.4%,19.1%
Career (176 matches),,3920,5373,0.7,12.5%,17.2%,3632,4879,0.7,12.7%,17.1%,6.3%,3.8%,0.7,15.6%,22.4%
