Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,1,64.3%,26.7%,0.0%,2.3%,65.9%,51.7%,63.3%,55.7%,40.0%,47.5%,0.90,R32 (Rosario)
2023,2,0,2,0.0%,1-4,20.0%,19-27,41.3%,0-0,-,2,59.1%,25.0%,1.5%,5.4%,62.3%,59.3%,51.0%,56.2%,35.3%,45.5%,0.80,R32 (2x)
2016,19,15,4,78.9%,30-7,81.1%,214-131,62.0%,5-1,83.3%,19,70.5%,53.2%,3.4%,4.7%,57.5%,65.7%,52.0%,59.9%,51.0%,55.4%,1.27,W (2x)
2015,29,21,8,72.4%,45-25,64.3%,377-306,55.2%,8-4,66.7%,28,72.9%,37.8%,2.5%,5.1%,60.3%,66.0%,50.9%,60.0%,44.9%,52.4%,1.12,F (4x)
2014,57,44,13,77.2%,95-42,69.3%,750-567,56.9%,15-9,62.5%,57,71.2%,42.6%,2.0%,3.7%,66.5%,64.8%,49.9%,59.8%,46.7%,53.2%,1.16,W (4x)
2013,48,29,19,60.4%,65-48,57.5%,551-496,52.6%,12-4,75.0%,48,64.3%,40.6%,1.5%,4.8%,65.7%,59.9%,47.3%,55.6%,46.6%,51.1%,1.05,F (5x)
2012,24,13,11,54.2%,28-24,53.8%,242-221,52.3%,2-2,50.0%,24,66.2%,38.5%,2.2%,4.5%,61.0%,62.7%,51.2%,58.2%,45.1%,51.3%,1.08,W (Buenos Aires)
2011,14,2,12,14.3%,8-24,25.0%,126-170,42.6%,1-4,20.0%,14,56.6%,29.7%,1.2%,3.7%,56.2%,58.4%,49.0%,54.3%,40.8%,47.3%,0.89,R16 (2x)
2010,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,1,53.8%,30.8%,2.7%,1.4%,58.1%,58.1%,48.4%,54.1%,42.7%,47.9%,0.93,R32 (Buenos Aires2)
Career,195,124,71,63.6%,274-178,60.6%,2303-1949,54.2%,43-24,64.2%,194,67.9%,40.5%,2.0%,4.3%,63.2%,63.0%,49.8%,58.1%,46.0%,52.0%,1.10,
