Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Monfils,94.9,100.4,4.8,103.5,97.4,114,92,84.8,4.8,87.6,80.3,95,76
2023 US Open R128,L vs Rinderknech,94.2,100.2,4.8,103.8,97.3,114,90,82.6,3.7,79.3,,89,75
2023 Wimbledon R64,L vs Sinner,97.2,102.7,5.1,107.6,99.5,115,92,82.2,3.6,84.5,,88,73
2022 US Open R32,L vs Tiafoe,96.6,101.1,5.9,103.6,98.9,115,88,85.3,5.6,81.5,83.0,96,72
2022 US Open R64,W vs Popyrin,94.9,98.8,5.2,102.6,97.1,111,87,85.8,5.0,80.5,82.7,94,72
2022 US Open R128,W vs Sock,93.2,98.4,7.1,100.2,96.6,112,73,82.0,3.7,80.0,85.0,89,76
2022 Wimbledon R64,L vs Broady,97.0,102.7,5.0,105.5,101.0,114,91,86.8,4.0,88.0,88.0,95,79
2022 Wimbledon R128,W vs Kozlov,95.6,98.8,7.7,100.3,98.8,119,78,85.6,4.7,87.7,88.5,96,75
2021 US Open R16,L vs Van De Zandschulp,98.9,104.3,4.7,106.9,102.4,116,92,86.3,5.0,84.0,89.5,106,78
2021 US Open R32,W vs Molcan,98.0,105.8,5.2,107.3,102.9,114,85,86.1,5.1,91.5,,96,74
2021 US Open R64,W vs Anderson,99.7,103.9,3.9,107.3,101.6,114,96,87.0,4.2,87.5,,97,80
2021 US Open R128,W vs Berankis,98.8,103.7,6.6,107.7,100.3,112,61,87.3,4.8,87.1,,96,78
2021 Wimbledon R32,L vs Fucsovics,98.5,104.9,4.6,108.3,102.2,116,94,87.3,4.6,87.5,87.8,99,75
2021 Wimbledon R64,W vs Broady,97.5,103.6,5.4,107.1,101.2,114,89,87.2,4.6,86.8,94.5,95,77
2021 Wimbledon R128,W vs Paire,96.9,102.8,4.2,103.6,100.6,111,93,86.8,4.4,87.0,,94,78
2020 US Open R128,L vs Norrie,96.1,100.8,6.2,103.3,99.2,114,75,84.1,4.8,84.7,83.3,93,67
2019 US Open QF,L vs Nadal,95.2,102.6,6.9,106.9,101.1,119,84,83.2,5.0,86.4,84.0,97,75
2019 US Open R16,W vs Zverev,92.3,100.6,6.8,105.0,96.1,116,81,78.9,3.2,79.7,79.8,86,73
2019 US Open R32,W vs Sandgren,93.7,100.5,7.4,104.0,98.4,112,75,80.3,5.3,81.3,83.7,91,71
2019 Wimbledon R32,L vs Berrettini,99.3,105.3,4.2,108.2,103.5,117,95,86.9,4.8,86.3,88.7,99,76
Career (38 matches),,95.5,101.6,6.0,104.9,99.5,121,61,83.8,5.2,84.4,83.5,126,62
