Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Buenos Aires R16,L vs Martinez,9.5%,19.0%,38.2%,16.0%,14.8%,25.9%,34.8%,24.8%,22.2%,38.9%,20.0%,0.0%,9.1%,45.5%,-118
2025 Buenos Aires R32,W vs Jarry,26.3%,35.1%,57.5%,31.4%,27.6%,38.2%,58.2%,35.3%,31.3%,47.7%,33.3%,26.5%,32.4%,56.0%,80
2024 US Open R128,L vs Monfils,11.3%,17.4%,47.0%,15.0%,16.2%,24.3%,43.5%,21.9%,54.3%,43.6%,33.3%,2.6%,5.1%,52.6%,-91
2023 Wimbledon R64,L vs Sinner,13.6%,17.3%,47.1%,17.7%,15.5%,20.7%,51.0%,21.2%,53.8%,15.6%,16.7%,9.5%,9.5%,36.8%,-22
2023 Barcelona R64,W vs Wu,23.8%,31.0%,59.4%,27.9%,25.0%,28.6%,47.6%,31.1%,60.0%,30.8%,-,21.4%,35.7%,81.8%,-79
2023 Monte Carlo R32,L vs Sinner,7.7%,7.7%,23.5%,7.7%,14.3%,14.3%,16.7%,14.3%,71.4%,14.3%,50.0%,0.0%,0.0%,40.0%,-118
2023 Indian Wells R64,L vs Ruud,15.8%,21.1%,50.0%,19.5%,19.4%,29.0%,60.0%,26.1%,35.7%,41.2%,0.0%,12.5%,12.5%,38.1%,9
2023 Indian Wells R128,W vs Coria,15.6%,20.0%,63.9%,16.7%,17.2%,20.7%,58.3%,19.0%,42.9%,26.7%,0.0%,14.3%,21.4%,75.0%,19
2023 Australian Open R128,W vs Krutykh,27.0%,33.6%,54.2%,31.5%,33.0%,41.7%,52.2%,39.7%,67.4%,17.5%,0.0%,15.6%,17.8%,57.9%,39
2022 Paris R64,L vs Cressy,12.5%,14.3%,55.8%,15.5%,14.3%,17.1%,53.3%,19.1%,50.0%,17.6%,0.0%,13.3%,13.3%,61.5%,-13
2022 Hamburg R32,L vs Ruusuvuori,7.1%,16.7%,57.1%,16.3%,6.9%,19.0%,61.1%,20.2%,79.2%,32.4%,12.5%,11.1%,16.7%,43.8%,-33
2022 Queens Club R32,L vs Querrey,18.6%,27.9%,51.6%,23.5%,15.4%,26.9%,63.6%,23.5%,40.0%,31.3%,33.3%,30.8%,38.5%,22.2%,141
2022 Madrid R32,L vs Dimitrov,8.2%,16.3%,40.0%,13.5%,9.4%,21.9%,37.9%,17.5%,68.8%,50.0%,50.0%,8.3%,8.3%,45.5%,-53
2022 Monte Carlo QF,L vs Tsitsipas,11.2%,15.3%,53.7%,15.8%,13.9%,18.1%,56.5%,20.1%,55.6%,55.6%,70.0%,4.8%,9.5%,45.0%,-76
2022 Indian Wells R32,L vs Isner,25.9%,32.8%,57.5%,29.5%,28.2%,35.9%,53.6%,33.6%,43.8%,39.1%,33.3%,25.0%,31.3%,66.7%,113
2022 Rio de Janeiro F,L vs Alcaraz,10.2%,18.4%,40.5%,14.5%,12.9%,22.6%,40.7%,19.7%,60.0%,56.3%,0.0%,6.3%,12.5%,40.0%,-57
2022 Buenos Aires F,L vs Ruud,17.7%,26.0%,50.6%,23.9%,18.6%,28.6%,56.1%,27.0%,54.3%,68.6%,63.6%,16.7%,20.8%,35.0%,37
2022 Australian Open R128,L vs Oconnell,21.6%,25.9%,48.8%,27.1%,28.6%,31.4%,56.0%,37.7%,60.0%,25.0%,16.7%,12.8%,20.5%,38.2%,2
2022 ATP Cup RR,L vs Hurkacz,14.3%,14.3%,44.4%,18.1%,16.3%,16.3%,47.2%,21.9%,56.5%,15.0%,0.0%,10.0%,10.0%,38.9%,-79
2022 ATP Cup RR,W vs Tsitsipas,28.3%,34.8%,60.9%,32.3%,28.8%,36.4%,68.1%,34.4%,51.7%,29.7%,50.0%,29.2%,33.3%,41.2%,37
Career (122 matches),,18.3%,26.0%,52.2%,23.5%,21.4%,30.9%,54.6%,29.7%,57.2%,39.3%,31.8%,14.8%,20.0%,47.9%,27
