Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-02-09),880,25,,,,,,,,,,,,
2025,884,25,,,,,,,,,,,,
2024,370,131,119,1672,104,1648,93,1660,108,1561,,,,
2023,114,576,64,1766,61,1728,38,1745,59,1635,,,,
2022,25,1700,44,1823,46,1762,20,1836,66,1642,,,,
2021,13,2625,14,1921,15,1875,13,1888,29,1723,,,,
2020,9,3455,11,1945,15,1859,7,1933,,,46,1905,,
2019,14,2125,17,1901,24,1832,10,1874,35,1701,40,1965,57,1699
2018,17,1880,29,1845,31,1784,22,1833,107,1554,105,810,111,1557
2017,26,1675,27,1898,24,1854,26,1839,100,1566,148,495,107,1535
2016,52,864,53,1791,60,1721,43,1766,123,1534,143,555,97,1581
2015,88,624,80,1727,123,1592,68,1713,137,1525,111,700,100,1562
2014,61,775,84,1724,204,1482,63,1708,,,124,598,,
2013,117,480,153,1602,241,1438,125,1593,,,354,177,,
2012,179,292,204,1533,327,1311,167,1529,,,413,143,,
2011,371,111,378,1179,371,1158,346,1177,,,313,195,,
2010,415,92,,,,,,,,,402,136,,
2009,1025,7,,,,,,,,,1201,10,,
