Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Buenos Aires R16,L vs Martinez,83.7%,36.6%,4.1%,1/1,2.53,0.0%,84.2%,34.4%,0.0%,2.43,0.0%,100.0%,44.4%,22.2%,2.73,0.0%
2025 Buenos Aires R32,W vs Jarry,69.4%,38.2%,10.2%,1/9,2.48,5.0%,65.6%,35.0%,8.2%,2.56,7.3%,82.4%,42.9%,14.7%,2.30,0.0%
2024 US Open R128,L vs Monfils,63.6%,45.5%,5.8%,3/4,2.32,1.0%,57.6%,39.5%,4.5%,2.31,0.0%,78.0%,51.3%,8.0%,2.33,2.6%
2023 Wimbledon R64,L vs Sinner,65.1%,42.6%,3.6%,2/1,2.54,1.5%,46.8%,40.9%,4.3%,2.62,2.0%,91.4%,43.8%,2.9%,2.34,0.0%
2023 Barcelona R64,W vs Wu,81.5%,64.2%,4.6%,2/1,-,6.3%,85.7%,69.4%,7.1%,-,9.5%,77.3%,52.9%,0.0%,-,0.0%
2023 Monte Carlo R32,L vs Sinner,60.0%,20.0%,4.0%,1/0,2.41,0.0%,58.3%,28.6%,0.0%,2.33,0.0%,72.7%,12.5%,9.1%,2.60,0.0%
2023 Indian Wells R64,L vs Ruud,84.0%,26.2%,6.0%,2/1,2.18,2.2%,87.9%,20.7%,3.0%,2.30,4.0%,81.3%,38.5%,12.5%,2.05,0.0%
2023 Indian Wells R128,W vs Coria,78.9%,68.9%,3.5%,2/0,-,2.8%,80.0%,65.6%,2.5%,-,4.2%,92.9%,76.9%,7.1%,-,0.0%
2023 Australian Open R128,W vs Krutykh,69.1%,51.0%,7.2%,8/2,2.20,4.7%,53.6%,48.6%,8.7%,2.23,7.2%,88.1%,52.5%,6.0%,2.13,0.0%
2022 Paris R64,L vs Cressy,40.8%,55.0%,4.1%,1/1,-,4.7%,41.4%,58.3%,0.0%,-,3.3%,47.1%,50.0%,11.8%,-,7.7%
2022 Hamburg R32,L vs Ruusuvuori,88.9%,42.5%,2.2%,2/0,2.31,0.0%,86.9%,43.4%,1.6%,2.31,0.0%,100.0%,40.7%,3.7%,2.34,0.0%
2022 Queens Club R32,L vs Querrey,52.9%,37.0%,5.9%,2/1,-,25.8%,41.9%,53.8%,0.0%,-,27.3%,87.5%,21.4%,18.8%,-,22.2%
2022 Madrid R32,L vs Dimitrov,67.5%,33.3%,2.5%,0/1,-,10.0%,65.5%,26.3%,3.4%,-,13.8%,80.0%,50.0%,0.0%,-,0.0%
2022 Monte Carlo QF,L vs Tsitsipas,77.5%,46.8%,1.0%,1/0,2.17,0.0%,67.9%,50.0%,0.0%,2.08,0.0%,95.6%,44.2%,2.2%,2.45,0.0%
2022 Indian Wells R32,L vs Isner,49.1%,30.8%,5.7%,2/1,-,2.5%,41.0%,25.0%,2.6%,-,3.6%,76.9%,40.0%,15.4%,-,0.0%
2022 Rio de Janeiro F,L vs Alcaraz,76.0%,47.4%,4.0%,1/1,1.87,0.0%,67.6%,34.8%,0.0%,1.81,0.0%,93.8%,66.7%,12.5%,1.97,0.0%
2022 Buenos Aires F,L vs Ruud,70.1%,37.0%,5.2%,3/1,2.40,1.3%,70.4%,39.5%,3.7%,2.36,1.8%,72.7%,31.3%,9.1%,2.50,0.0%
2022 Australian Open R128,L vs Oconnell,73.0%,48.3%,4.9%,4/2,2.31,33.3%,65.3%,38.3%,5.6%,2.47,38.0%,89.4%,59.5%,4.3%,2.07,26.5%
2022 ATP Cup RR,L vs Hurkacz,50.9%,44.4%,7.5%,1/3,2.28,1.9%,41.7%,40.0%,2.8%,2.17,0.0%,85.7%,50.0%,21.4%,2.50,5.6%
2022 ATP Cup RR,W vs Tsitsipas,73.0%,52.4%,0.9%,0/1,2.60,3.1%,63.5%,47.5%,1.6%,2.57,4.3%,89.8%,56.8%,0.0%,2.71,0.0%
Career (122 matches),,72.1%,50.0%,3.7%,55.4%,2.38,7.3%,68.9%,45.7%,2.5%,2.35,9.4%,87.2%,55.9%,6.1%,2.43,3.5%
