Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,1,1,50.0%,2-3,40.0%,21-27,43.8%,1-0,100.0%,2,70.8%,13.0%,3.2%,5.1%,66.0%,63.1%,52.8%,59.6%,31.3%,45.9%,0.77,R16 (Buenos Aires)
2024,8,0,8,0.0%,4-17,19.0%,64-118,35.2%,1-0,100.0%,8,53.9%,16.3%,1.4%,4.0%,62.8%,57.6%,42.1%,51.8%,37.1%,44.1%,0.77,R32 (4x)
2023,38,13,25,34.2%,35-57,38.0%,391-465,45.7%,5-5,50.0%,38,67.9%,23.4%,1.6%,3.4%,67.8%,62.3%,47.7%,57.6%,37.9%,47.8%,0.89,R16 (7x)
2022,57,31,26,54.4%,73-76,49.0%,711-707,50.1%,10-13,43.5%,55,70.0%,32.0%,1.4%,4.7%,67.5%,63.1%,48.7%,58.4%,42.5%,50.4%,1.02,F (2x)
2021,61,38,23,62.3%,99-60,62.3%,810-675,54.5%,7-4,63.6%,57,75.6%,34.5%,2.0%,3.7%,63.5%,68.0%,50.2%,61.5%,43.0%,52.1%,1.12,W (Buenos Aires)
2020,41,25,16,61.0%,64-43,59.8%,544-474,53.4%,10-5,66.7%,40,71.7%,34.9%,1.7%,3.6%,62.7%,64.9%,50.0%,59.4%,43.3%,51.3%,1.06,F (3x)
2019,66,40,26,60.6%,99-75,56.9%,875-779,52.9%,13-12,52.0%,66,75.2%,30.8%,2.6%,3.6%,65.4%,67.3%,51.1%,61.7%,41.8%,51.5%,1.09,W (Los Cabos)
2018,59,33,26,55.9%,84-70,54.5%,764-692,52.5%,5-10,33.3%,58,74.2%,31.8%,3.7%,4.1%,60.7%,67.8%,49.3%,60.5%,41.9%,51.1%,1.06,W (Rio de Janeiro)
2017,67,39,28,58.2%,100-73,57.8%,879-774,53.2%,8-13,38.1%,67,72.3%,34.8%,3.2%,3.2%,61.1%,65.8%,51.4%,60.2%,43.2%,51.4%,1.08,F (Antwerp)
2016,34,17,17,50.0%,42-40,51.2%,399-389,50.6%,6-7,46.2%,34,71.8%,29.3%,3.0%,3.2%,61.1%,66.0%,49.7%,59.7%,40.7%,50.1%,1.01,W (Istanbul)
2015,33,11,22,33.3%,33-52,38.8%,382-437,46.6%,5-7,41.7%,31,68.4%,27.2%,3.5%,3.9%,57.7%,64.2%,50.2%,58.3%,39.4%,48.8%,0.95,SF (Istanbul)
2014,6,2,4,33.3%,6-10,37.5%,71-76,48.3%,0-1,0.0%,6,62.0%,36.0%,0.9%,2.8%,60.1%,56.8%,50.0%,54.1%,41.9%,48.0%,0.91,R16 (Kitzbuhel)
2013,6,1,5,16.7%,4-11,26.7%,57-78,42.2%,0-1,0.0%,6,58.2%,26.9%,1.3%,5.5%,69.6%,55.7%,48.2%,53.4%,39.3%,46.6%,0.84,R16 (Buenos Aires)
Career,478,251,227,52.5%,645-587,52.4%,5968-5691,51.2%,71-78,47.7%,468,71.8%,31.3%,2.5%,3.8%,63.3%,65.3%,49.9%,59.6%,41.7%,50.6%,1.03,
