Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,4,9,30.8%,12-23,34.3%,153-191,44.5%,4-3,57.1%,13,79.2%,9.5%,10.9%,5.6%,58.7%,75.2%,50.6%,65.0%,31.6%,47.9%,0.90
Clay,1,0,1,0.0%,0-3,0.0%,8-18,30.8%,0-0,-,1,53.8%,7.7%,5.0%,4.0%,60.4%,65.6%,32.5%,52.5%,29.7%,42.9%,0.63
Grand Slams,4,1,3,25.0%,3-11,21.4%,52-82,38.8%,2-1,66.7%,4,69.2%,7.6%,6.5%,5.5%,59.2%,69.3%,44.6%,59.2%,32.4%,45.7%,0.80
Masters,4,1,3,25.0%,4-6,40.0%,49-54,47.6%,1-1,50.0%,4,88.0%,7.8%,13.2%,4.3%,63.0%,81.2%,50.9%,70.0%,29.1%,49.2%,0.97
Other Tours,6,2,4,33.3%,5-9,35.7%,60-73,45.1%,1-1,50.0%,6,77.3%,12.3%,12.4%,6.2%,55.2%,74.3%,52.2%,64.4%,32.3%,48.4%,0.91
Best of 5,4,1,3,25.0%,3-11,21.4%,52-82,38.8%,2-1,66.7%,4,69.2%,7.6%,6.5%,5.5%,59.2%,69.3%,44.6%,59.2%,32.4%,45.7%,0.80
Best of 3,10,3,7,30.0%,9-15,37.5%,109-127,46.2%,2-2,50.0%,10,81.9%,10.3%,12.8%,5.4%,58.6%,77.5%,51.7%,66.8%,30.9%,48.7%,0.93
Quarter-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,3.8%,9.4%,32.1%,58.8%,47.2%,50.9%,32.7%,41.7%,0.67
vs Righties,12,4,8,33.3%,12-21,36.4%,143-178,44.5%,4-2,66.7%,12,79.1%,8.9%,10.9%,5.3%,60.2%,75.5%,49.7%,65.3%,31.3%,48.2%,0.90
vs Lefties,2,0,2,0.0%,0-5,0.0%,18-31,36.7%,0-1,0.0%,2,65.2%,12.0%,6.8%,6.1%,49.3%,64.4%,45.3%,54.7%,32.7%,43.3%,0.72
