Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,22,7,15,31.8%,24-40,37.5%,295-340,46.5%,7-7,50.0%,22,79.0%,13.8%,11.5%,5.4%,58.8%,75.7%,48.0%,64.3%,33.3%,48.8%,0.93
Clay,1,0,1,0.0%,0-3,0.0%,8-18,30.8%,0-0,-,1,53.8%,7.7%,5.0%,4.0%,60.4%,65.6%,32.5%,52.5%,29.7%,42.9%,0.63
Grass,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,90.9%,0.0%,13.8%,1.5%,55.4%,88.9%,48.3%,70.8%,17.5%,44.5%,0.60
Grand Slams,8,3,5,37.5%,12-20,37.5%,145-176,45.2%,5-4,55.6%,8,75.0%,14.7%,9.4%,5.5%,58.2%,73.6%,45.6%,61.9%,34.5%,48.2%,0.90
Masters,6,2,4,33.3%,6-8,42.9%,69-68,50.4%,1-1,50.0%,6,88.1%,13.2%,13.2%,4.1%,64.7%,79.6%,48.3%,68.5%,30.6%,49.8%,0.97
Other Tours,10,2,8,20.0%,6-17,26.1%,99-127,43.8%,1-3,25.0%,10,77.5%,10.8%,12.9%,5.3%,56.2%,75.9%,49.3%,64.3%,31.4%,47.7%,0.88
Best of 5,8,3,5,37.5%,12-20,37.5%,145-176,45.2%,5-4,55.6%,8,75.0%,14.7%,9.4%,5.5%,58.2%,73.6%,45.6%,61.9%,34.5%,48.2%,0.90
Best of 3,16,4,12,25.0%,12-25,32.4%,168-195,46.3%,2-4,33.3%,16,81.5%,11.7%,13.0%,4.8%,59.4%,77.4%,49.0%,65.9%,31.1%,48.5%,0.91
Quarter-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,3.8%,9.4%,32.1%,58.8%,47.2%,50.9%,32.7%,41.7%,0.67
vs Righties,21,7,14,33.3%,23-38,37.7%,284-325,46.6%,7-7,50.0%,21,79.9%,13.1%,11.5%,5.3%,59.5%,76.4%,47.8%,64.8%,32.6%,48.8%,0.93
vs Lefties,3,0,3,0.0%,1-7,12.5%,29-46,38.7%,0-1,0.0%,3,66.7%,13.2%,10.0%,4.4%,53.3%,68.0%,43.9%,56.8%,34.0%,45.1%,0.79
vs Top 10,1,0,1,0.0%,1-3,25.0%,14-22,38.9%,0-0,-,1,72.2%,5.6%,9.4%,7.2%,60.1%,71.1%,34.5%,56.5%,31.0%,45.8%,0.71
