Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),119,536,206,1564,200,1524,349,1345,104,1568,,,,
2025,100,641,191,1576,184,1532,342,1351,103,1574,,,,
2024,168,345,272,1483,261,1452,359,1315,191,1458,157,471,,
2023,260,225,307,1422,295,1398,347,1305,,,,,,
2022,367,128,,,,,,,,,,,,
2021,623,46,,,,,,,,,,,,
2020,839,18,,,,,,,,,952,27,,
2019,865,14,,,,,,,,,1039,21,,
