Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Australian Open R128,W vs Kostyuk,28.1%,38.8%,51.0%,32.3%,47.5%,56.7%,60.5%,28.6%,50.0%,26.0%,30.0%,40.5%,45.0%,3.3%,0.0%,114
2025 Guadalajara SF,L vs Arango,15.6%,33.8%,53.8%,22.0%,46.3%,46.9%,80.0%,47.6%,50.0%,13.0%,30.4%,65.0%,66.7%,21.4%,0.0%,-23
2025 Wimbledon R64,L vs Bencic,28.7%,35.6%,32.8%,39.1%,50.0%,42.9%,34.6%,80.0%,66.7%,18.9%,21.6%,23.3%,92.3%,16.7%,28.6%,14
2025 Roland Garros R32,L vs Boisson,22.9%,32.3%,45.1%,26.2%,39.3%,48.9%,81.8%,57.1%,83.3%,18.8%,21.9%,38.5%,70.0%,22.7%,25.0%,0
2024 Wimbledon R128,L vs Stephens,22.7%,37.3%,37.7%,34.0%,48.9%,35.5%,68.8%,61.3%,70.0%,4.3%,21.7%,40.9%,47.1%,0.0%,0.0%,-77
2023 US Open R128,L vs Tsurenko,24.1%,26.6%,33.9%,34.1%,36.4%,27.6%,69.6%,42.9%,60.0%,12.9%,16.1%,40.7%,53.8%,5.6%,0.0%,13
2023 US Open Q3,L vs Hartono,22.2%,40.7%,60.5%,24.2%,48.5%,68.0%,62.5%,52.9%,66.7%,23.5%,35.3%,46.2%,50.0%,0.0%,0.0%,100
2022 US Open Q1,L vs Uchijima,22.0%,29.5%,45.6%,29.5%,41.0%,52.7%,62.2%,56.1%,63.6%,14.6%,17.1%,34.3%,42.9%,14.8%,100.0%,9
Last 52 Weeks (4 matches),,24.8%,35.7%,46.3%,30.4%,45.7%,50.6%,63.9%,46.4%,60.0%,20.4%,26.1%,39.8%,65.4%,14.4%,16.7%,74
Career (8 matches),,23.8%,34.2%,45.0%,30.5%,44.5%,48.7%,64.5%,50.2%,63.0%,17.3%,23.6%,39.5%,56.7%,12.0%,16.0%,44
