Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,6,2,4,33.3%,3,2,1,66.7%,2023,2026,R64,6,0.79,3.1%,6.1%,63.1%,63.7%,40.2%,55.1%,35.6%,58.9%,21.7%
Roland Garros,7,Clay,13,6,7,46.2%,4,1,3,25.0%,2019,2025,R32,13,0.97,3.3%,7.2%,61.5%,61.0%,42.5%,53.9%,44.8%,55.4%,48.6%
Wimbledon,4,Grass,11,6,5,54.5%,2,1,1,50.0%,2022,2025,R64,11,1.03,7.0%,6.7%,58.9%,70.1%,41.1%,58.2%,43.3%,61.2%,41.3%
US Open,4,Hard,8,4,4,50.0%,5,2,3,40.0%,2022,2025,R64,8,1.03,4.8%,7.4%,58.4%,65.5%,39.6%,54.7%,46.7%,57.6%,50.0%
Indian Wells,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2021,2026,R128,2,0.91,4.4%,4.4%,63.3%,62.0%,32.8%,51.3%,44.3%,45.0%,53.8%
Limoges 125,3,Hard,14,11,3,78.6%,3,3,0,100.0%,2023,2025,F,14,1.08,6.4%,10.1%,60.5%,70.2%,40.4%,58.4%,45.0%,63.3%,47.7%
Beijing,2,Hard,4,1,3,25.0%,0,0,0,-,2024,2025,R128,4,0.86,9.1%,9.1%,56.5%,67.9%,36.7%,54.3%,39.4%,55.9%,43.5%
Contrexeville 125,3,Clay,10,7,3,70.0%,4,3,1,75.0%,2022,2025,F,10,1.04,7.3%,7.4%,58.6%,66.0%,42.7%,56.4%,45.5%,56.9%,51.0%
Strasbourg,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2021,2025,Q2,4,0.86,4.8%,5.5%,60.1%,59.8%,41.3%,52.4%,40.7%,51.5%,45.8%
Paris 125,4,Clay,9,5,4,55.6%,2,0,2,0.0%,2022,2025,QF,9,1.06,6.1%,7.0%,61.0%,66.7%,39.1%,55.9%,46.6%,58.9%,39.8%
