Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Australian Open R128,W vs Kostyuk,3.5,3.8,3.1,50.0%,55.1%,46.9%,38.5%,51.5%,12.0%,18.0,10.6,12.0,8.2
2025 Guadalajara SF,L vs Arango,4.6,3.6,5.7,54.5%,40.0%,27.8%,41.2%,50.2%,17.8%,-1.0,-0.9,4.5,3.9
2025 Wimbledon R64,L vs Bencic,4.2,3.7,4.8,45.8%,38.6%,47.8%,54.5%,61.0%,18.9%,7.0,5.0,0.5,0.6
2025 Roland Garros R32,L vs Boisson,4.9,4.7,5.1,58.5%,47.7%,53.8%,18.2%,58.5%,14.1%,2.0,1.2,-1.5,-1.3
2024 Wimbledon R128,L vs Stephens,4.3,3.6,5.5,58.1%,30.3%,13.3%,44.4%,60.0%,13.1%,-10.0,-9.5,1.5,2.1
2023 US Open R128,L vs Tsurenko,4.7,4.2,5.1,48.3%,41.5%,40.9%,52.0%,50.6%,6.3%,-2.0,-1.2,6.5,4.0
2023 US Open Q3,L vs Hartono,4.3,3.8,4.7,65.7%,52.0%,41.7%,45.5%,64.2%,18.2%,13.5,11.6,2.0,3.3
2022 US Open Q1,L vs Uchijima,4.7,4.0,5.3,51.5%,52.0%,41.4%,33.3%,53.3%,8.6%,11.0,5.9,11.5,5.7
Last 52 Weeks (4 matches),,4.2,3.9,4.4,51.7%,46.7%,45.5%,34.9%,55.1%,15.2%,6.5,4.4,3.9,3.4
Career (8 matches),,4.3,3.9,4.8,53.0%,46.1%,41.2%,39.1%,55.2%,12.5%,4.8,3.3,4.6,3.9
