Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,19,8,11,42.1%,18-26,40.9%,197-231,46.0%,3-5,37.5%,19,61.9%,30.5%,5.4%,9.2%,61.8%,65.1%,38.1%,54.8%,40.9%,48.0%,0.91
Clay,4,2,2,50.0%,6-5,54.5%,56-45,55.4%,1-1,50.0%,4,75.5%,36.0%,3.4%,4.3%,63.7%,67.6%,49.2%,60.9%,41.9%,52.1%,1.07
Grass,2,1,1,50.0%,3-3,50.0%,27-28,49.1%,0-1,0.0%,2,63.0%,37.0%,5.7%,4.7%,56.8%,67.0%,41.0%,55.7%,43.0%,49.6%,0.97
Grand Slams,9,5,4,55.6%,13-11,54.2%,118-112,51.3%,3-3,50.0%,9,69.4%,33.6%,4.1%,5.3%,61.0%,66.5%,43.8%,57.6%,42.2%,50.3%,1.00
Premiers,5,3,2,60.0%,6-6,50.0%,56-54,50.9%,0-0,-,5,65.5%,36.4%,8.2%,11.3%,61.0%,65.3%,41.3%,55.9%,43.8%,49.8%,0.99
Internationals,5,2,3,40.0%,6-6,50.0%,50-57,46.7%,1-0,100.0%,5,64.2%,28.3%,5.5%,6.7%,64.4%,66.5%,43.6%,58.4%,39.5%,48.7%,0.95
Semi-finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,54.5%,27.3%,3.9%,16.9%,53.2%,58.5%,44.4%,51.9%,40.0%,46.1%,0.83
Quarter-finals,2,1,1,50.0%,3-3,50.0%,24-31,43.6%,0-0,-,2,55.6%,32.1%,4.7%,8.3%,64.5%,60.6%,38.3%,52.7%,40.6%,46.6%,0.86
vs Righties,24,11,13,45.8%,26-32,44.8%,269-290,48.1%,4-7,36.4%,24,64.2%,32.5%,5.2%,8.2%,61.6%,65.7%,40.1%,55.9%,41.4%,48.8%,0.94
vs Lefties,1,0,1,0.0%,1-2,33.3%,11-14,44.0%,0-0,-,1,66.7%,23.1%,3.2%,3.2%,60.6%,64.9%,40.5%,55.3%,40.0%,47.8%,0.90
