Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),989,20,,,,,,,,,,,,
2025,991,20,,,,,,,,,,
2024,841,30,,,,,,,,,,
2023,751,43,,,,,,,,,,
2022,854,21,,,,,,,,,,
2019,,,,,,,,,,,1231,10
2018,563,31,,,,,,,,,,
2016,263,177,,,,,,,,,314,178
2015,219,233,,,,,,,,,323,164
2014,398,80,,,,,,,,,502,73
2013,248,242,271,1368,286,1276,237,1350,214,1313,333,185
2012,241,234,,,,,,,,,392,125
2011,328,147,,,,,,,,,854,24
2010,409,91,,,,,,,,,701,36
2009,356,105,273,1301,273,1269,263,1259,213,1301,,
2008,180,170,245,1437,273,1338,232,1401,,,,
2007,305,81,,,,,,,,,,
2006,407,45,,,,,,,,,,
2005,833,11,,,,,,,,,,
