Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Australian Open R128,L vs Avanesyan,85.3%,50.6%,6.3%,3/3,2.47,0.0%,83.1%,50.0%,3.1%,2.40,0.0%,100.0%,51.9%,14.8%,2.63,0.0%
2023 Wimbledon Q3,L vs Brogan,64.8%,62.9%,3.7%,2/0,2.59,14.3%,69.2%,61.1%,0.0%,2.59,21.1%,100.0%,64.7%,11.8%,2.57,0.0%
2023 Strasbourg R32,L vs Gracheva,86.3%,45.5%,10.8%,3/8,2.67,2.8%,86.3%,44.4%,4.1%,2.55,5.6%,92.6%,48.0%,29.6%,2.79,0.0%
Career (3 matches),,81.3%,50.5%,7.6%,42.1%,2.57,3.3%,82.3%,48.9%,3.0%,2.48,5.4%,97.2%,53.6%,19.7%,2.71,0.0%
