Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,5,3,2,60.0%,6-6,50.0%,54-59,47.8%,1-0,100.0%,5,63.6%,31.6%,2.0%,3.7%,59.9%,64.0%,41.8%,55.1%,43.5%,49.0%,0.97
Grand Slams,2,1,1,50.0%,2-3,40.0%,19-28,40.4%,1-0,100.0%,2,60.9%,17.4%,2.5%,3.1%,58.8%,62.8%,39.4%,53.1%,40.4%,46.5%,0.86
Internationals,3,2,1,66.7%,4-3,57.1%,35-31,53.0%,0-0,-,3,65.6%,41.2%,1.6%,4.2%,60.9%,65.0%,44.0%,56.8%,46.0%,51.1%,1.06
Quarter-finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,3.6%,0.0%,56.4%,64.5%,50.0%,58.2%,35.2%,45.2%,0.84
vs Righties,5,3,2,60.0%,6-6,50.0%,54-59,47.8%,1-0,100.0%,5,63.6%,31.6%,2.0%,3.7%,59.9%,64.0%,41.8%,55.1%,43.5%,49.0%,0.97
vs Top 10,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,3.4%,3.4%,56.9%,60.6%,16.0%,41.4%,37.0%,39.3%,0.63
