Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Wimbledon R128,L vs Dart,0.96,0.62,48.2,2.2,7.4%,59.3%,0.0%,38.5%,33.3%,32.0%
2024 Australian Open R128,L vs Avanesyan,0.93,0.84,67.4,11.2,0.0%,45.7%,0.0%,52.3%,46.9%,45.7%
2023 Wimbledon R64,L vs Jabeur,1.11,0.38,33.6,2.0,0.0%,30.4%,0.0%,47.6%,20.0%,22.2%
2023 Wimbledon R128,W vs Bonaventure,1.04,1.51,50.5,3.4,3.3%,70.0%,0.0%,64.3%,47.1%,48.3%
2023 Strasbourg R32,L vs Gracheva,0.92,0.93,90.1,11.9,2.0%,66.0%,4.3%,52.2%,46.3%,35.4%
2019 W25 Ulanqab R32,L vs Jaksic,0.81,0.69,44.6,2.0,-,57.6%,-,51.6%,31.4%,46.9%
2024 (2 matches),,0.94,0.77,60.5,3.7,2.7%,50.7%,0.0%,47.1%,42.1%,40.8%
2023 (3 matches),,1.00,0.91,66.6,3.4,1.9%,59.2%,2.1%,54.7%,41.7%,36.8%
2019 (1 matches),,0.81,0.69,44.6,2.0,0.0%,57.6%,0.0%,51.6%,31.4%,46.9%
Career (6 matches),,0.95,0.82,60.9,3.1,1.9%,56.0%,1.0%,51.5%,40.2%,39.9%
